"","artist","album_name","track_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","track_popularity"
"252","Blur","All The People... Blur Live At Hyde Park 02/07/2009","Chemical World - Live in Hyde Park, London 02/07/2009",0.114,0.952,"A",-5.383,"major",0.282,0.0317,0.0539,0.484,0.0914,176.399,307960,13
"253","Blur","All The People... Blur Live At Hyde Park 02/07/2009","Sunday Sunday - Live in Hyde Park, London 02/07/2009",0.213,0.965,"C",-5.054,"major",0.187,0.00922,0.00028,0.937,0.0864,126.49,232360,13
"254","Blur","All The People... Blur Live At Hyde Park 02/07/2009","Parklife - Live in Hyde Park, London 02/07/2009",0.121,0.986,"E",-3.517,"major",0.322,0.00858,0,0.966,0.135,166.187,192307,18
"255","Blur","All The People... Blur Live At Hyde Park 02/07/2009","End Of A Century - Live in Hyde Park, London 02/07/2009",0.122,0.899,"G",-6.293,"major",0.165,0.287,3.12e-06,0.976,0.297,80.554,210680,15
"256","Blur","All The People... Blur Live At Hyde Park 02/07/2009","To The End - Live in Hyde Park, London 02/07/2009",0.371,0.808,"D",-5.544,"major",0.0369,0.0131,0.00233,0.797,0.461,95.897,264040,15
"257","Blur","All The People... Blur Live At Hyde Park 02/07/2009","This Is A Low - Live in Hyde Park, London 02/07/2009",0.0743,0.944,"A",-6.814,"major",0.369,0.476,0.0822,0.716,0.137,183.259,517467,14
"258","Blur","All The People... Blur Live At Hyde Park 02/07/2009","Popscene - Live in Hyde Park, London 02/07/2009",0.325,0.989,"F",-4.127,"major",0.096,0.000409,0.00664,0.915,0.0374,102.432,177480,12
"259","Blur","All The People... Blur Live At Hyde Park 03/07/2009","She's So High - Live In Hyde Park, London 3/7/09",0.0632,0.991,"G",-4.703,"major",0.274,0.00223,0.000845,0.938,0.0379,190.915,319707,3
"260","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Girls And Boys - Live In Hyde Park, London 3/7/09",0.268,0.966,"D#",-4.268,"minor",0.175,0.000493,0.0719,0.982,0.23,129.466,279987,4
"261","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Tracy Jacks - Live In Hyde Park, London 3/7/09",0.219,0.989,"E",-4.572,"major",0.289,0.0121,1.21e-06,0.942,0.0645,128.126,272013,2
"262","Blur","All The People... Blur Live At Hyde Park 03/07/2009","There's No Other Way - Live In Hyde Park, London 3/7/09",0.262,0.993,"D",-5.129,"major",0.305,0.00127,0.0432,0.972,0.123,130.565,235293,3
"263","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Jubilee - Live In Hyde Park, London 3/7/09",0.159,0.99,"D",-4.226,"minor",0.149,0.00254,0.000236,0.964,0.0473,156.001,191800,2
"264","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Bad Head - Live In Hyde Park, London 3/7/09",0.282,0.896,"G",-6.582,"major",0.13,0.062,0.00434,0.97,0.249,119.025,239547,2
"265","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Beetlebum - Live In Hyde Park, London 3/7/09",0.162,0.942,"C",-5.412,"major",0.251,0.0841,0.0904,0.886,0.145,185.277,420800,3
"266","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Out Of Time - Live In Hyde Park, London 3/7/09",0.237,0.817,"C",-7.569,"major",0.0576,0.341,0.565,0.969,0.21,146.54,233587,2
"267","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Trimm Trabb - Live In Hyde Park, London 3/7/09",0.27,0.976,"F",-5.713,"major",0.147,0.0141,0.719,0.935,0.15,113.036,314987,2
"268","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Coffee & TV - Live In Hyde Park, London 3/7/09",0.301,0.967,"C#",-4.91,"minor",0.13,0.000104,0.0763,0.946,0.389,129.331,327853,2
"269","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Tender - Live In Hyde Park, London 3/7/09",0.138,0.783,"A",-5.756,"major",0.0551,0.0284,0.00104,0.717,0.383,79.225,565093,4
"270","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Country House - Live In Hyde Park, London 3/7/09",0.126,0.984,"A",-6.88,"major",0.277,0.0023,0.000157,0.989,0.112,175.395,318427,3
"271","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Oily Water - Live In Hyde Park, London 3/7/09",0.0969,0.995,"E",-5.315,"major",0.196,0.000167,0.858,0.487,0.0583,208.829,275493,2
"272","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Chemical World - Live In Hyde Park, London 3/7/09",0.11,0.968,"A",-6.562,"major",0.255,0.00345,0.00736,0.954,0.145,170.269,282467,2
"273","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Sunday Sunday - Live In Hyde Park, London 3/7/09",0.158,0.982,"E",-5.723,"minor",0.117,0.000196,0.000883,0.859,0.136,133.573,181360,2
"274","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Parklife - Live In Hyde Park, London 3/7/09",0.123,0.993,"E",-5.525,"major",0.485,0.0239,0,0.956,0.0496,164.452,217467,3
"275","Blur","All The People... Blur Live At Hyde Park 03/07/2009","End Of A Century - Live In Hyde Park, London 3/7/09",0.154,0.846,"C",-7.268,"major",0.0792,0.0477,3.96e-06,0.971,0.408,162.005,185747,2
"276","Blur","All The People... Blur Live At Hyde Park 03/07/2009","To The End - Live In Hyde Park, London 3/7/09",0.412,0.782,"A",-7.504,"major",0.0396,0.00913,0.00103,0.968,0.522,95.815,264667,2
"277","Blur","All The People... Blur Live At Hyde Park 03/07/2009","This Is A Low - Live In Hyde Park, London 3/7/09",0.0826,0.925,"B",-8.197,"minor",0.325,0.299,0.0152,0.813,0.041,186.496,526200,2
"278","Blur","All The People... Blur Live At Hyde Park 03/07/2009","Popscene - Live In Hyde Park, London 3/7/09",0.288,0.995,"F",-6.017,"major",0.104,1.37e-05,0.00151,0.448,0.0384,101.898,175587,2
"279","Blur","Parklive","Girls and Boys - Live",0.383,0.977,"F",-5.284,"minor",0.198,0.0015,0.585,0.959,0.122,126.051,307413,29
"280","Blur","Parklive","London Loves - Live",0.56,0.979,"B",-5.267,"minor",0.1,0.00276,0.00374,0.963,0.289,121.394,212813,24
"281","Blur","Parklive","Tracy Jacks - Live",0.363,0.95,"C#",-4.769,"minor",0.154,0.0104,4.05e-06,0.951,0.188,121.526,266240,24
"282","Blur","Parklive","Jubilee - Live",0.359,0.991,"D",-4.979,"major",0.167,0.00267,0.0918,0.958,0.133,146.717,180400,22
"283","Blur","Parklive","Beetlebum - Live",0.2,0.844,"C",-6.429,"major",0.0594,0.0252,0.322,0.843,0.253,168.309,360693,26
"284","Blur","Parklive","Coffee and TV - Live",0.374,0.962,"C#",-7.976,"minor",0.0676,0.00636,0.00863,0.995,0.348,129.743,298147,26
"285","Blur","Parklive","Out of Time - Live",0.393,0.715,"C",-10.588,"major",0.0495,0.397,0.042,0.976,0.223,138.825,282733,23
"286","Blur","Parklive","Young and Lovely - Live",0.304,0.718,"B",-7.871,"minor",0.0447,0.365,0.00142,0.967,0.313,172.666,312560,22
"287","Blur","Parklive","Trimm Trabb - Live",0.332,0.76,"F",-7.534,"major",0.0579,0.00902,0.362,0.168,0.158,106.827,328827,21
"288","Blur","Parklive","Caramel - Live",0.235,0.38,"A",-10.913,"minor",0.0356,0.46,0.413,0.745,0.105,76.27,304587,20
"289","Blur","Parklive","Sunday Sunday - Live",0.234,0.95,"B",-5.541,"minor",0.143,0.00339,0.0663,0.967,0.285,126.836,214373,20
"290","Blur","Parklive","Country House - Live",0.173,0.959,"A",-5.074,"major",0.0883,0.0153,0.0406,0.995,0.26,176.007,268173,25
"291","Blur","Parklive","Parklife (feat. Phil Daniels) [Live]",0.265,0.985,"A",-4.785,"major",0.401,0.0458,0,0.966,0.152,78.366,224907,25
"292","Blur","Parklive","Colin Zeal - Live",0.259,0.9,"A",-6.4,"minor",0.0888,0.00373,0.023,0.756,0.377,139.845,198547,19
"293","Blur","Parklive","Popscene - Live",0.183,0.959,"A",-5.749,"major",0.139,0.000333,0.858,0.612,0.122,95.851,230720,20
"294","Blur","Parklive","Advert - Live",0.199,0.956,"B",-6.089,"minor",0.301,0.00142,0.0232,0.951,0.222,167.544,268053,19
"295","Blur","Parklive","Song 2 - Live",0.335,0.97,"C#",-6.607,"major",0.297,0.00232,0.709,0.122,0.0802,143.516,170373,37
"296","Blur","Parklive","No Distance Left to Run - Live",0.342,0.224,"E",-14.154,"major",0.0296,0.878,0.0207,0.706,0.0989,146.751,237627,21
"297","Blur","Parklive","Tender - Live",0.36,0.664,"A",-7.364,"major",0.0409,0.33,0,0.7,0.238,80.525,549267,25
"298","Blur","Parklive","This Is a Low - Live",0.238,0.853,"A",-8.967,"major",0.18,0.288,0.172,0.798,0.216,87.147,478240,20
"299","Blur","The Magic Whip","Lonesome Street",0.661,0.932,"E",-5.092,"major",0.0659,0.186,0.000378,0.0789,0.379,101.012,262720,13
"300","Blur","The Magic Whip","New World Towers",0.679,0.517,"A",-8.083,"minor",0.0311,0.796,0.000101,0.0843,0.402,124.926,243627,7
"301","Blur","The Magic Whip","Go Out",0.625,0.936,"A",-3.357,"minor",0.0439,0.00578,0,0.146,0.644,119.985,280052,10
"302","Blur","The Magic Whip","Ice Cream Man",0.721,0.635,"A",-7.111,"minor",0.0312,0.425,0.32,0.127,0.683,78.997,205200,10
"303","Blur","The Magic Whip","Thought I Was A Spaceman",0.655,0.649,"C",-8.377,"major",0.03,0.261,0.659,0.0929,0.331,110.03,376213,9
"304","Blur","The Magic Whip","I Broadcast",0.64,0.981,"G",-3.757,"major",0.0764,0.0467,0.000959,0.263,0.689,140.012,171747,5
"305","Blur","The Magic Whip","My Terracotta Heart",0.806,0.633,"A",-6.089,"minor",0.0314,0.434,0.000474,0.129,0.64,124.999,245027,5
"306","Blur","The Magic Whip","There Are Too Many Of Us",0.716,0.631,"E",-5.274,"minor",0.0259,0.067,0.427,0.115,0.754,110.027,265494,6
"307","Blur","The Magic Whip","Ghost Ship",0.803,0.722,"D",-6.421,"major",0.0377,0.0324,0.00264,0.0763,0.857,139.981,299133,22
"308","Blur","The Magic Whip","Pyongyang",0.56,0.649,"C#",-5.515,"major",0.0254,0.0619,0.201,0.321,0.227,97.51,347160,5
"309","Blur","The Magic Whip","Ong Ong",0.661,0.809,"C",-4.584,"major",0.0248,0.134,2.7e-05,0.107,0.949,96.01,188800,10
"310","Blur","The Magic Whip","Mirrorball",0.541,0.674,"E",-4.917,"minor",0.0285,0.000176,0.00277,0.125,0.409,127.027,228147,4
"311","Blur","The Magic Whip","Y'All Doomed",0.52,0.572,"A",-8.008,"minor",0.0347,0.000152,0.752,0.0421,0.345,178.07,237667,3
"312","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","The View From The Afternoon",0.387,0.922,"A",-5.192,"minor",0.0674,0.00487,0,0.187,0.417,146.478,222947,48
"313","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","I Bet You Look Good On The Dancefloor",0.535,0.948,"F#",-4.19,"minor",0.0356,0.00225,0,0.376,0.778,103.183,173680,59
"314","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","Fake Tales Of San Francisco",0.454,0.778,"A",-4.225,"major",0.0449,0.00998,0,0.0427,0.704,127.158,177947,47
"315","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","Dancing Shoes",0.522,0.889,"C#",-4.137,"major",0.0461,0.00328,0,0.345,0.852,144.499,141133,48
"316","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","You Probably Couldn't See For The Lights But You Were Staring Straight At Me",0.58,0.972,"B",-4.274,"minor",0.0589,0.00384,0,0.296,0.926,105.492,130813,44
"317","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","Still Take You Home",0.599,0.946,"G#",-4.192,"major",0.0378,0.000669,0,0.0973,0.653,108.934,173667,44
"318","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","Riot Van",0.593,0.333,"A",-14.342,"major",0.046,0.358,0,0.245,0.258,103.537,134933,48
"319","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","Red Light Indicates Doors Are Secured",0.622,0.846,"B",-4.831,"minor",0.0311,0.00316,0,0.0989,0.914,110.683,143627,44
"320","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","Mardy Bum",0.634,0.599,"D",-5.447,"major",0.0365,0.0288,0,0.197,0.312,112.215,175440,57
"321","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","Perhaps Vampires Is A Bit Strong But…",0.371,0.914,"B",-4.917,"minor",0.081,0.000293,8.75e-05,0.0852,0.394,134.982,268627,46
"322","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","When The Sun Goes Down",0.348,0.875,"B",-4.758,"minor",0.199,0.0341,0,0.117,0.407,169.152,202133,57
"323","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","From The Ritz To The Rubble",0.216,0.882,"B",-5.176,"minor",0.0439,0.00147,0,0.308,0.656,189.286,193427,51
"324","Arctic Monkeys","Whatever People Say I Am, Thats What Im Not","A Certain Romance",0.455,0.881,"B",-5.587,"major",0.0401,0.000566,6.06e-05,0.11,0.201,137.949,331200,51
"325","Arctic Monkeys","Favourite Worst Nightmare","Brianstorm",0.42,0.974,"C#",-4.706,"major",0.191,8.15e-05,0.00155,0.0871,0.463,165.182,172867,64
"326","Arctic Monkeys","Favourite Worst Nightmare","Teddy Picker",0.637,0.963,"A",-5.116,"major",0.0882,0.000286,0.000889,0.0449,0.823,150.1,165000,63
"327","Arctic Monkeys","Favourite Worst Nightmare","D is for Dangerous",0.555,0.925,"C#",-4.689,"major",0.0362,1.09e-05,0.000161,0.0659,0.77,145.061,138107,56
"328","Arctic Monkeys","Favourite Worst Nightmare","Balaclava",0.414,0.811,"B",-4.4,"minor",0.0919,0.00133,0.000129,0.333,0.762,137.617,171227,57
"329","Arctic Monkeys","Favourite Worst Nightmare","Fluorescent Adolescent",0.654,0.828,"C#",-5.377,"minor",0.0281,0.00146,0.000144,0.122,0.79,112.056,183893,74
"330","Arctic Monkeys","Favourite Worst Nightmare","Only Ones Who Know",0.29,0.399,"G",-10.696,"minor",0.0338,0.902,0.0019,0.105,0.0965,128.37,184760,57
"331","Arctic Monkeys","Favourite Worst Nightmare","Do Me a Favour",0.469,0.738,"B",-6.638,"minor",0.0619,0.00013,0.0577,0.078,0.624,180.15,209253,61
"332","Arctic Monkeys","Favourite Worst Nightmare","This House is a Circus",0.476,0.844,"G",-5.253,"major",0.0431,1.81e-05,0.00196,0.272,0.658,155.322,191680,54
"333","Arctic Monkeys","Favourite Worst Nightmare","If You Were There, Beware",0.328,0.805,"E",-6.74,"minor",0.0383,0.000938,0.048,0.104,0.264,135.546,276200,55
"334","Arctic Monkeys","Favourite Worst Nightmare","The Bad Thing",0.55,0.952,"D",-3.638,"major",0.075,0.00103,0,0.257,0.538,111.066,145213,53
"335","Arctic Monkeys","Favourite Worst Nightmare","Old Yellow Bricks",0.66,0.837,"C",-4.315,"major",0.0682,0.000147,6.62e-06,0.0788,0.757,135.158,193227,63
"336","Arctic Monkeys","Favourite Worst Nightmare","505",0.526,0.866,"C",-5.822,"major",0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,253587,67
"337","Arctic Monkeys","Humbug","My Propeller",0.415,0.657,"A",-6.758,"minor",0.0295,0.052,0.0552,0.233,0.69,115.752,205747,47
"338","Arctic Monkeys","Humbug","Crying Lightning",0.498,0.885,"E",-4.423,"minor",0.0461,0.0148,0.00041,0.239,0.67,106.719,224827,52
"339","Arctic Monkeys","Humbug","Dangerous Animals",0.34,0.922,"D#",-5.189,"major",0.18,0.0129,2.39e-06,0.226,0.532,125.363,210667,45
"340","Arctic Monkeys","Humbug","Secret Door",0.323,0.806,"G",-6.554,"minor",0.0769,0.0314,1.11e-05,0.181,0.548,124.615,223067,46
"341","Arctic Monkeys","Humbug","Potion Approaching",0.421,0.758,"E",-8.945,"minor",0.0429,0.0062,0.0673,0.0905,0.767,103.659,212133,40
"342","Arctic Monkeys","Humbug","Fire And The Thud",0.566,0.61,"D",-11.228,"major",0.0388,0.165,0.006,0.215,0.406,114.904,237533,40
"343","Arctic Monkeys","Humbug","Cornerstone",0.287,0.721,"A",-5.81,"major",0.0387,0.00764,0,0.328,0.763,169.252,197973,51
"344","Arctic Monkeys","Humbug","Dance Little Liar",0.538,0.607,"C#",-9.133,"minor",0.0352,0.0586,0.769,0.0975,0.543,100.158,283493,43
"345","Arctic Monkeys","Humbug","Pretty Visitors",0.244,0.896,"F#",-5.576,"minor",0.464,0.0614,2.83e-05,0.127,0.142,83.354,220507,43
"346","Arctic Monkeys","Humbug","The Jeweller's Hands",0.51,0.8,"C",-8.116,"minor",0.0488,0.137,0.0834,0.118,0.391,96.935,344053,40
"347","Arctic Monkeys","Suck It and See","She's Thunderstorms",0.505,0.898,"G",-4.906,"major",0.0329,0.000518,0.00236,0.173,0.731,118.929,234920,47
"348","Arctic Monkeys","Suck It and See","Black Treacle",0.343,0.89,"G",-5.759,"major",0.0655,0.000821,0,0.0912,0.525,100.061,217440,47
"349","Arctic Monkeys","Suck It and See","Brick By Brick",0.285,0.807,"D",-4.741,"major",0.0528,0.00123,0.00368,0.317,0.542,132.206,179907,41
"350","Arctic Monkeys","Suck It and See","The Hellcat Spangled Shalalala",0.449,0.872,"B",-4.992,"major",0.0507,0.000793,0.00062,0.0642,0.788,130.22,180373,43
"351","Arctic Monkeys","Suck It and See","Don't Sit Down 'Cause I've Moved Your Chair",0.434,0.912,"A",-5.148,"major",0.0451,0.0191,0.278,0.326,0.315,119.729,183507,47
"352","Arctic Monkeys","Suck It and See","Library Pictures",0.304,0.939,"C#",-5.836,"major",0.0549,0.000142,0.00601,0.136,0.402,96.954,142173,41
"353","Arctic Monkeys","Suck It and See","All My Own Stunts",0.511,0.943,"D",-4.934,"major",0.0537,0.00135,0.0181,0.187,0.531,127.283,232280,40
"354","Arctic Monkeys","Suck It and See","Reckless Serenade",0.585,0.694,"D",-6.632,"major",0.0392,0.00037,0.0144,0.0724,0.785,127.966,162747,44
"355","Arctic Monkeys","Suck It and See","Piledriver Waltz",0.443,0.865,"E",-4.547,"major",0.0391,0.00724,0.000116,0.468,0.474,110.008,203880,49
"356","Arctic Monkeys","Suck It and See","Love is a Laserquest",0.349,0.662,"B",-6.873,"major",0.0402,0.00197,0.908,0.136,0.554,169.926,191427,48
"357","Arctic Monkeys","Suck It and See","Suck It and See",0.339,0.932,"E",-5.017,"major",0.057,0.00105,0.114,0.255,0.586,128.291,225987,49
"358","Arctic Monkeys","Suck It and See","That's Where You're Wrong",0.481,0.883,"E",-5.554,"major",0.0638,0.000679,0.558,0.145,0.46,135.937,256800,42
"359","Arctic Monkeys","AM","Do I Wanna Know?",0.548,0.532,"F",-7.596,"major",0.0323,0.186,0.000263,0.217,0.405,85.03,272394,81
"360","Arctic Monkeys","AM","R U Mine?",0.288,0.758,"F#",-5.692,"minor",0.0371,0.00616,0,0.303,0.619,97.094,201726,76
"361","Arctic Monkeys","AM","One For The Road",0.415,0.668,"C",-6.849,"major",0.036,0.212,0.0615,0.27,0.842,180.048,206052,65
"362","Arctic Monkeys","AM","Arabella",0.579,0.558,"D",-6.986,"major",0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357,72
"363","Arctic Monkeys","AM","I Want It All",0.499,0.81,"F",-5.579,"major",0.0347,0.000637,0.0748,0.0625,0.288,131.052,185406,62
"364","Arctic Monkeys","AM","No. 1 Party Anthem",0.505,0.698,"C",-5.563,"major",0.0297,0.33,0.0887,0.0966,0.599,115.013,243132,65
"365","Arctic Monkeys","AM","Mad Sounds",0.532,0.462,"A#",-10.71,"major",0.03,0.279,0.196,0.101,0.485,80.001,215012,62
"366","Arctic Monkeys","AM","Fireside",0.538,0.953,"A",-5.611,"minor",0.056,0.0234,0.00126,0.113,0.74,100.033,181049,62
"367","Arctic Monkeys","AM","Why'd You Only Call Me When You're High?",0.691,0.631,"D",-6.478,"major",0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,75
"368","Arctic Monkeys","AM","Snap Out Of It",0.728,0.638,"F",-6.455,"minor",0.0336,0.249,0,0.116,0.872,130.014,193030,71
"369","Arctic Monkeys","AM","Knee Socks",0.665,0.542,"B",-8.323,"minor",0.033,0.123,0.00291,0.342,0.587,97.975,257563,67
"370","Arctic Monkeys","AM","I Wanna Be Yours",0.464,0.417,"C",-9.345,"minor",0.0256,0.136,0.022,0.0974,0.479,67.528,183956,71
"371","Arctic Monkeys","Tranquility Base Hotel & Casino","Star Treatment",0.581,0.767,"G",-5.026,"minor",0.0527,0.243,0.00131,0.141,0.673,120.07,354640,61
"372","Arctic Monkeys","Tranquility Base Hotel & Casino","One Point Perspective",0.714,0.585,"G#",-4.57,"major",0.0419,0.057,0.00444,0.144,0.842,77.104,208640,60
"373","Arctic Monkeys","Tranquility Base Hotel & Casino","American Sports",0.372,0.865,"G",-4.288,"minor",0.0513,0.00169,0.00293,0.127,0.594,176.689,158040,55
"374","Arctic Monkeys","Tranquility Base Hotel & Casino","Tranquility Base Hotel & Casino",0.584,0.835,"A",-4.326,"minor",0.0297,0.0411,0.0147,0.199,0.781,142.2,212093,61
"375","Arctic Monkeys","Tranquility Base Hotel & Casino","Golden Trunks",0.492,0.564,"D",-5.811,"major",0.0278,0.129,1.73e-05,0.131,0.0896,92.544,173627,55
"376","Arctic Monkeys","Tranquility Base Hotel & Casino","Four Out Of Five",0.601,0.863,"C",-4.31,"major",0.0685,0.0626,0,0.0717,0.676,130.189,312347,64
"377","Arctic Monkeys","Tranquility Base Hotel & Casino","The World's First Ever Monster Truck Front Flip",0.602,0.601,"A#",-5.742,"major",0.0303,0.346,0.349,0.0735,0.553,145.075,180013,53
"378","Arctic Monkeys","Tranquility Base Hotel & Casino","Science Fiction",0.542,0.766,"G",-5.411,"major",0.0282,0.0295,0.0802,0.396,0.643,88.062,185907,53
"379","Arctic Monkeys","Tranquility Base Hotel & Casino","She Looks Like Fun",0.514,0.773,"C",-3.754,"major",0.0388,0.00944,0.00326,0.387,0.445,103.943,182560,53
"380","Arctic Monkeys","Tranquility Base Hotel & Casino","Batphone",0.675,0.681,"F",-5.728,"minor",0.0356,0.312,0,0.304,0.675,106.521,271613,54
"381","Arctic Monkeys","Tranquility Base Hotel & Casino","The Ultracheese",0.476,0.555,"A",-6.551,"major",0.0404,0.624,3.98e-05,0.126,0.426,131.497,217720,58
