"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","hour"
"37","Since my election as President the Dow Jones is up 43% and the NASDAQ Composite almost 50%. Great news for your 401… ",FALSE,117482,NA,2019-02-25 15:12:02,TRUE,NA,"1100050798015401984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25415,FALSE,FALSE,NA,NA,10
"38","“Why on earth would any Republican vote not to put up a Wall or against Border Security. Please explain that to me?” Varneyco",FALSE,107462,NA,2019-02-25 15:01:23,FALSE,NA,"1100048114382266374",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22760,FALSE,FALSE,NA,NA,10
"39","I hope our great Republican Senators don’t get led down the path of weak and ineffective Border Security. Without s… ",FALSE,116158,NA,2019-02-25 12:58:41,TRUE,NA,"1100017237228949506",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28858,FALSE,FALSE,NA,NA,7
"40","Former Senator Harry Reid (he got thrown out) is working hard to put a good spin on his failed career. He led throu… ",FALSE,102675,NA,2019-02-25 12:53:02,TRUE,NA,"1100015815515082752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23769,FALSE,FALSE,NA,NA,7
"41","Meeting for breakfast with our Nation’s Governors - then off to Vietnam for a very important Summit with Kim Jong U… ",FALSE,76956,NA,2019-02-25 12:40:20,TRUE,NA,"1100012620441100290",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16154,FALSE,FALSE,NA,NA,7
"42","Oil prices getting too high. OPEC, please relax and take it easy. World cannot take a price hike - fragile!",FALSE,87524,NA,2019-02-25 11:58:41,FALSE,NA,"1100002139282309121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18167,FALSE,FALSE,NA,NA,6
"43","Be nice if Spike Lee could read his notes, or better yet not have to use notes at all, when doing his racist hit on… ",FALSE,156017,NA,2019-02-25 11:50:18,TRUE,NA,"1100000030319169537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31742,FALSE,FALSE,NA,NA,6
"44","We have a State of Emergency at our Southern Border. Border Patrol, our Military and local Law Enforcement are doin… ",FALSE,92543,NA,2019-02-25 11:32:45,TRUE,NA,"1099995611305254912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20003,FALSE,FALSE,NA,NA,6
"45","....productive talks, I will be delaying the U.S. increase in tariffs now scheduled for March 1. Assuming both side… ",FALSE,106757,NA,2019-02-24 22:50:14,TRUE,NA,"1099803719435239426",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22259,FALSE,FALSE,NA,NA,17
"46","I am pleased to report that the U.S. has made substantial progress in our trade talks with China on important struc… ",FALSE,110921,NA,2019-02-24 22:39:17,TRUE,NA,"1099800961089003522",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22644,FALSE,FALSE,NA,NA,17
"47","So funny to watch people who have failed for years, they got NOTHING, telling me how to negotiate with North Korea. But thanks anyway!",FALSE,163307,NA,2019-02-24 17:27:12,FALSE,NA,"1099722424059420673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36296,FALSE,FALSE,NA,NA,12
"48","The only Collusion with the Russians was with Crooked Hillary Clinton and the Democratic National Committee...And,… ",FALSE,136121,NA,2019-02-24 16:51:33,TRUE,NA,"1099713451457462273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35280,FALSE,FALSE,NA,NA,11
"49","93% Approval Rating in the Republican Party. 52% Approval Rating overall! Not bad considering I get the most unfair… ",FALSE,170539,NA,2019-02-24 15:02:16,TRUE,NA,"1099685950077222913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36505,FALSE,FALSE,NA,NA,10
"50","Poll: Suburban women are coming back into the Republican Party in droves “because of the Wall and Border Security.… ",FALSE,111196,NA,2019-02-24 14:56:08,TRUE,NA,"1099684406002925568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24576,FALSE,FALSE,NA,NA,9
"51","Chairman Kim realizes, perhaps better than anyone else, that without nuclear weapons, his country could fast become… ",FALSE,77446,NA,2019-02-24 13:19:19,TRUE,NA,"1099660044004704260",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17048,FALSE,FALSE,NA,NA,8
"52","President Xi of China has been very helpful in his support of my meeting with Kim Jong Un. The last thing China wan… ",FALSE,83800,NA,2019-02-24 13:05:49,TRUE,NA,"1099656646840778752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16976,FALSE,FALSE,NA,NA,8
"53","Very productive talks yesterday with China on Trade. Will continue today! I will be leaving for Hanoi, Vietnam, ear… ",FALSE,92991,NA,2019-02-24 12:58:20,TRUE,NA,"1099654763531055104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18759,FALSE,FALSE,NA,NA,7
"54","HOLD THE DATE! We will be having one of the biggest gatherings in the history of Washington, D.C., on July 4th. It… ",FALSE,203467,NA,2019-02-24 12:43:52,TRUE,NA,"1099651121088466946",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",45511,FALSE,FALSE,NA,NA,7
"55","So great being with you both in the Oval Office! ",FALSE,120983,NA,2019-02-24 03:35:24,FALSE,NA,"1099513093653258245",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24691,FALSE,FALSE,NA,NA,22
"56","“There’s not one shred of evidence that this president’s done anything Constitutionally (or anything else) wrong.”… ",FALSE,133401,NA,2019-02-24 00:01:00,TRUE,NA,"1099459138038444034",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27640,FALSE,FALSE,NA,NA,19
"57","The people of Venezuela stand at the threshold of history, ready to reclaim their country – and their future.... ",FALSE,107120,NA,2019-02-23 20:00:36,FALSE,NA,"1099398639942856705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",33150,FALSE,FALSE,NA,NA,15
"58","There is far more ENERGY on the Right than there is on the Left. That’s why we just won the Senate and why we will… ",FALSE,121871,NA,2019-02-23 17:52:46,TRUE,NA,"1099366469010366464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28226,FALSE,FALSE,NA,NA,12
"59","God Bless the people of Venezuela!",FALSE,205910,NA,2019-02-23 17:30:21,FALSE,NA,"1099360827591835648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",60108,FALSE,FALSE,NA,NA,12
"60","Great new book: “The Case For Trump” by Victor Davis Hanson, Hoover Senior Fellow.",FALSE,73176,NA,2019-02-23 16:12:07,FALSE,NA,"1099341141152055296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15342,FALSE,FALSE,NA,NA,11
"61","I am pleased to announce that Kelly Knight Craft, our current Ambassador to Canada, is being nominated to be United… ",FALSE,119307,NA,2019-02-22 23:02:53,TRUE,NA,"1099082125523992576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20711,FALSE,FALSE,NA,NA,18
"62","A must read by KimStrassel! ",FALSE,69399,NA,2019-02-22 16:01:59,FALSE,NA,"1098976205238398976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21036,FALSE,FALSE,NA,NA,11
"63","Fake News is so bad for our Country! ",FALSE,93050,NA,2019-02-22 14:55:25,FALSE,NA,"1098959451292426241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24445,FALSE,FALSE,NA,NA,9
"64","Highly respected Senator Richard Burr, head of Senate Intelligence, said, after interviewing over 200 witnesses and… ",FALSE,146407,NA,2019-02-22 14:11:44,TRUE,NA,"1098948459405721600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35080,FALSE,FALSE,NA,NA,9
"65","We are here to honor the extraordinary contributions of African-Americans to every aspect of American Life, History… ",FALSE,120528,NA,2019-02-22 00:27:07,TRUE,NA,"1098740934588751872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31508,FALSE,FALSE,NA,NA,19
"66","Senator John Cornyn has done an outstanding job for the people of Texas. He is strong on Crime, the Border, the Sec… ",FALSE,101151,NA,2019-02-21 20:10:38,TRUE,NA,"1098676390780719104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21198,FALSE,FALSE,NA,NA,15
"67",".JussieSmollett - what about MAGA and the tens of millions of people you insulted with your racist and dangerous comments!? MAGA",FALSE,223251,NA,2019-02-21 16:09:57,FALSE,NA,"1098615818512941057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",56533,FALSE,FALSE,NA,NA,11
"68","THE WALL IS UNDER CONSTRUCTION RIGHT NOW! ",FALSE,134414,NA,2019-02-21 14:17:45,FALSE,NA,"1098587583469228037",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31735,FALSE,FALSE,NA,NA,9
"69","The people of Venezuela are standing for FREEDOM and DEMOCRACY – and the United States of America is standing right by their side!",FALSE,111788,NA,2019-02-18 22:30:07,FALSE,NA,"1097624329154674689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31215,FALSE,FALSE,NA,NA,17
"70","We are here to proclaim that a new day is coming in Latin America. In Venezuela and across the Western Hemisphere,… ",FALSE,96318,NA,2019-02-18 22:26:51,TRUE,NA,"1097623506580357120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30350,FALSE,FALSE,NA,NA,17
"71","Hope you are enjoying your President’s Day, our Country is making unprecedented progress!",FALSE,155688,NA,2019-02-18 20:22:58,FALSE,NA,"1097592331405066242",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24370,FALSE,FALSE,NA,NA,15
"72","“This was an illegal coup attempt on the President of the United States.” Dan Bongino on foxandfriends  True!",FALSE,115243,NA,2019-02-18 13:29:25,FALSE,NA,"1097488256848007173",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30239,FALSE,FALSE,NA,NA,8
"73","Great analysis by foxandfriends!",FALSE,60912,NA,2019-02-18 13:02:53,FALSE,NA,"1097481581332185088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10098,FALSE,FALSE,NA,NA,8
"74","....There is a lot of explaining to do to the millions of people who had just elected a president who they really l… ",FALSE,122677,NA,2019-02-18 12:29:07,TRUE,NA,"1097473080253968384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29289,FALSE,FALSE,NA,NA,7
"75","Wow, so many lies by now disgraced acting FBI Director Andrew McCabe. He was fired for lying, and now his story get… ",FALSE,143091,NA,2019-02-18 12:15:27,TRUE,NA,"1097469642048716801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35908,FALSE,FALSE,NA,NA,7
"76","“After two years and interviewing more than two hundred witnesses, the Senate Intelligence Committee has NOT discov… ",FALSE,92783,NA,2019-02-18 11:56:34,TRUE,NA,"1097464889776459781",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22474,FALSE,FALSE,NA,NA,6
"77","William Barr is arriving at a Justice Department that desperately needs an infusion of credibility, writes… ",FALSE,71848,NA,2019-02-18 04:21:07,TRUE,NA,"1097350271188062208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18702,FALSE,FALSE,NA,NA,23
"78","The Mueller investigation is totally conflicted, illegal and rigged! Should never have been allowed to begin, excep… ",FALSE,126373,NA,2019-02-17 23:45:13,TRUE,NA,"1097280840156020736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29188,FALSE,FALSE,NA,NA,18
"79","“These guys, the investigators, ought to be in jail. What they have done, working with the Obama intelligence agenc… ",FALSE,138926,NA,2019-02-17 21:32:33,TRUE,NA,"1097247455006068738",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",39128,FALSE,FALSE,NA,NA,16
"80","",FALSE,70499,NA,2019-02-17 18:29:40,FALSE,NA,"1097201429071233024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15527,FALSE,FALSE,NA,NA,13
"81","",FALSE,59608,NA,2019-02-17 18:28:57,FALSE,NA,"1097201248196022273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13531,FALSE,FALSE,NA,NA,13
"82","THE RIGGED AND CORRUPT MEDIA IS THE ENEMY OF THE PEOPLE!",FALSE,205897,NA,2019-02-17 12:56:09,FALSE,NA,"1097117499336855553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",52978,FALSE,FALSE,NA,NA,7
"83","Nothing funny about tired Saturday Night Live on Fake News NBC! Question is, how do the Networks get away with thes… ",FALSE,113841,NA,2019-02-17 12:52:38,TRUE,NA,"1097116612279316480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23760,FALSE,FALSE,NA,NA,7
"84","52% Approval Rating, 93% in Republican Party ( a record )! Pretty amazing considering that 93% (also) of my press i… ",FALSE,141752,NA,2019-02-17 12:41:31,TRUE,NA,"1097113815672647681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30981,FALSE,FALSE,NA,NA,7
"85","Democrats in the Senate are still slow walking hundreds of highly qualified people wanting to come into government.… ",FALSE,109188,NA,2019-02-17 12:24:40,TRUE,NA,"1097109575248068608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28562,FALSE,FALSE,NA,NA,7
"86","Important meetings and calls on China Trade Deal, and more, today with my staff. Big progress being made on soooo m… ",FALSE,80509,NA,2019-02-17 12:00:26,TRUE,NA,"1097103477329649664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16897,FALSE,FALSE,NA,NA,7
"87","....The U.S. does not want to watch as these ISIS fighters permeate Europe, which is where they are expected to go.… ",FALSE,88381,NA,2019-02-17 04:01:37,TRUE,NA,"1096982979107278850",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19610,FALSE,FALSE,NA,NA,23
"88","The United States is asking Britain, France, Germany and other European allies to take back over 800 ISIS fighters… ",FALSE,92853,NA,2019-02-17 03:51:24,TRUE,NA,"1096980408401625088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22879,FALSE,FALSE,NA,NA,22
"89","Trade negotiators have just returned from China where the meetings on Trade were very productive. Now at meetings w… ",FALSE,108296,NA,2019-02-17 00:17:44,TRUE,NA,"1096926633708134406",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22447,FALSE,FALSE,NA,NA,19
"90","BUILDING THE WALL!",FALSE,299231,NA,2019-02-17 00:10:04,FALSE,NA,"1096924708132581377",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",66126,FALSE,FALSE,NA,NA,19
"91","",FALSE,138856,NA,2019-02-16 19:40:18,FALSE,NA,"1096856815810342912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",43937,FALSE,FALSE,NA,NA,14
"92","",FALSE,91861,NA,2019-02-16 16:43:32,FALSE,NA,"1096812333333184512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21789,FALSE,FALSE,NA,NA,11
"93","Great job by law enforcement in Aurora, Illinois. Heartfelt condolences to all of the victims and their families. America is with you!",FALSE,130032,NA,2019-02-15 23:11:15,FALSE,NA,"1096547516290543617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22851,FALSE,FALSE,NA,NA,18
"94","“Trying to use the 25th Amendment to try and circumvent the Election is a despicable act of unconstitutional power… ",FALSE,154177,NA,2019-02-15 03:16:23,TRUE,NA,"1096246820097966080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",42787,FALSE,FALSE,NA,NA,22
"95","“After The Flight 93 Election, The Vote That Saved America - And What We Still Have To Lose,” by very talented Mich… ",FALSE,75913,NA,2019-02-15 02:58:26,TRUE,NA,"1096242299561017345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14378,FALSE,FALSE,NA,NA,21
"96","One year ago today, a horrific act of violence took the lives of 14 students and 3 educators in Parkland, Florida.… ",FALSE,72505,NA,2019-02-14 17:30:39,TRUE,NA,"1096099414916169730",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15956,FALSE,FALSE,NA,NA,12
"97","Reviewing the funding bill with my team at the WhiteHouse!",FALSE,102381,NA,2019-02-14 17:27:30,FALSE,NA,"1096098622423396353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16525,FALSE,FALSE,NA,NA,12
"98","....Many of the top FBI brass were fired, forced to leave, or left. McCabe’s wife received BIG DOLLARS from Clinton… ",FALSE,167562,NA,2019-02-14 14:55:09,TRUE,NA,"1096060280839307267",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",42957,FALSE,FALSE,NA,NA,9
"99","Disgraced FBI Acting Director Andrew McCabe pretends to be a “poor little Angel” when in fact he was a big part of… ",FALSE,146342,NA,2019-02-14 14:39:50,TRUE,NA,"1096056426533998594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",38821,FALSE,FALSE,NA,NA,9
"100","California has been forced to cancel the massive bullet train project after having spent and wasted many billions o… ",FALSE,213200,NA,2019-02-14 01:29:43,TRUE,NA,"1095857587344551936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",52521,FALSE,FALSE,NA,NA,20
"101","",FALSE,81936,NA,2019-02-14 00:41:14,FALSE,NA,"1095845385766092800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21058,FALSE,FALSE,NA,NA,19
"102","",FALSE,78591,NA,2019-02-14 00:24:33,FALSE,NA,"1095841187657891840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18076,FALSE,FALSE,NA,NA,19
"103","Today, it was my great honor to address the MjrCitiesChiefs Association and MCSheriffs Conference in Washington,… ",FALSE,75720,NA,2019-02-13 20:51:14,TRUE,NA,"1095787504001789960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16799,FALSE,FALSE,NA,NA,15
"104","The Gallup Poll just announced that 69% of our great citizens expect their finances to improve next year, a 16 year high. Nice!",FALSE,142745,NA,2019-02-13 15:01:31,FALSE,NA,"1095699493440446464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26716,FALSE,FALSE,NA,NA,10
"105","The Senate Intelligence Committee: THERE IS NO EVIDENCE OF COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA!",FALSE,154543,NA,2019-02-13 10:58:03,FALSE,NA,"1095638223861284865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36083,FALSE,FALSE,NA,NA,5
"106","I want to thank all Republicans for the work you have done in dealing with the Radical Left on Border Security. Not… ",FALSE,160348,NA,2019-02-13 03:23:41,TRUE,NA,"1095523879689293825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30795,FALSE,FALSE,NA,NA,22
"107","Thank you to MSNBC! ",FALSE,98474,NA,2019-02-12 23:52:28,FALSE,NA,"1095470726436569088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27677,FALSE,FALSE,NA,NA,18
"108","Was just presented the concept and parameters of the Border Security Deal by hard working Senator Richard Shelby. L… ",FALSE,101123,NA,2019-02-12 23:47:23,TRUE,NA,"1095469447933059073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19549,FALSE,FALSE,NA,NA,18
"109","Beautiful evening in El Paso, Texas last night. God Bless the USA! ",FALSE,116676,NA,2019-02-12 16:35:52,FALSE,NA,"1095360852482498561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23766,FALSE,FALSE,NA,NA,11
"110","We are fighting for all Americans, from all backgrounds, of every age, race, religion, birthplace, color &amp; creed. O… ",FALSE,138919,NA,2019-02-12 03:52:33,TRUE,NA,"1095168756374921227",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",34045,FALSE,FALSE,NA,NA,22
"111","Coal is an important part of our electricity generation mix and TVAnews should give serious consideration to all f… ",FALSE,88571,NA,2019-02-11 22:03:25,TRUE,NA,"1095080896342814720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19098,FALSE,FALSE,NA,NA,17
"112","40 years of corruption. 40 years of repression. 40 years of terror. The regime in Iran has produced only… ",FALSE,93245,NA,2019-02-11 19:58:03,TRUE,NA,"1095049346201079808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23976,FALSE,FALSE,NA,NA,14
"113","",FALSE,98059,NA,2019-02-11 19:33:18,FALSE,NA,"1095043117760348161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23169,FALSE,FALSE,NA,NA,14
"114","Will be heading to El Paso very soon. Big speech on Border Security and much else tonight. Tremendous crowd! See you later!",FALSE,108364,NA,2019-02-11 16:03:01,FALSE,NA,"1094990198507819008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20823,FALSE,FALSE,NA,NA,11
"115","The Democrats are so self righteous and ANGRY! Loosen up and have some fun. The Country is doing well!",FALSE,151536,NA,2019-02-11 14:19:08,FALSE,NA,"1094964052558823424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",32283,FALSE,FALSE,NA,NA,9
"116","The Democrats do not want us to detain, or send back, criminal aliens! This is a brand new demand. Crazy!",FALSE,130089,NA,2019-02-11 13:18:57,FALSE,NA,"1094948909657542656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31293,FALSE,FALSE,NA,NA,8
"117","No president ever worked harder than me (cleaning up the mess I inherited)!",FALSE,193387,NA,2019-02-11 12:43:45,FALSE,NA,"1094940049697849345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",33406,FALSE,FALSE,NA,NA,7
"118","“Fact checkers have become Fake News.” JesseBWatters   So True!",FALSE,85494,NA,2019-02-11 12:41:49,FALSE,NA,"1094939561485062146",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17550,FALSE,FALSE,NA,NA,7
"119","The U.S. will soon control 100% of ISIS territory in Syria. CNN (do you believe this?).",FALSE,106987,NA,2019-02-10 22:28:30,FALSE,NA,"1094724816941260802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21647,FALSE,FALSE,NA,NA,17
"120","National African American History Month is an occasion to rediscover the enduring stories of African Americans and… ",FALSE,94632,NA,2019-02-01 20:07:50,TRUE,NA,"1091427927475085312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20664,FALSE,FALSE,NA,NA,15
"121","Thank you to Senator Rob Portman and Senator Cory Gardner for the early and warm endorsement. We will ALL WIN in 2020 together!",FALSE,117118,NA,2019-02-01 19:25:21,FALSE,NA,"1091417236475179008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22467,FALSE,FALSE,NA,NA,14
"122","Great news on Foxconn in Wisconsin after my conversation with Terry Gou! ",FALSE,67772,NA,2019-02-01 18:44:08,FALSE,NA,"1091406863361605633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14796,FALSE,FALSE,NA,NA,13
"123","JOBS, JOBS, JOBS! ",FALSE,102833,NA,2019-02-01 15:48:06,FALSE,NA,"1091362563202396165",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25599,FALSE,FALSE,NA,NA,10
"124","Best January for the DOW in over 30 years. We have, by far, the strongest economy in the world!",FALSE,124801,NA,2019-02-01 14:16:32,FALSE,NA,"1091339521931857926",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26891,FALSE,FALSE,NA,NA,9
"125","....after 18 long years. Syria was loaded with ISIS until I came along. We will soon have destroyed 100% of the Cal… ",FALSE,99631,NA,2019-02-01 13:35:16,TRUE,NA,"1091329137699184640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20684,FALSE,FALSE,NA,NA,8
