"","Year","Month","tmax","tmin","af","rain","sun","date","month","station"
"4287",2014,"3",10.3,5.7,0,67,94.1,2014-03-15,"Mar","camborne"
"4288",2014,"4",12.3,7.4,0,81.4,154.9,2014-04-15,"Apr","camborne"
"4289",2014,"5",14.5,9,0,70,183.2,2014-05-15,"May","camborne"
"4290",2014,"6",17.8,11.6,0,64.8,265.9,2014-06-15,"Jun","camborne"
"4291",2014,"7",20.3,14.3,0,28.6,204.7,2014-07-15,"Jul","camborne"
"4292",2014,"8",18.6,12.5,0,92.8,200.2,2014-08-15,"Aug","camborne"
"4293",2014,"9",19.2,12.8,0,8.2,177.7,2014-09-15,"Sep","camborne"
"4294",2014,"10",16,11.7,0,122.8,78.4,2014-10-15,"Oct","camborne"
"4295",2014,"11",12.6,7.6,0,153.4,78,2014-11-15,"Nov","camborne"
"4296",2014,"12",10,5.9,1,64,54,2014-12-15,"Dec","camborne"
"4297",2015,"1",9.6,5.3,0,146.8,51.3,2015-01-15,"Jan","camborne"
"4298",2015,"2",8.3,3.5,3,81.6,90.9,2015-02-15,"Feb","camborne"
"4299",2015,"3",10,5.1,0,45.2,147.2,2015-03-15,"Mar","camborne"
"4300",2015,"4",13,7,0,15,212.4,2015-04-15,"Apr","camborne"
"4301",2015,"5",13.6,8.8,0,63.6,161.7,2015-05-15,"May","camborne"
"4302",2015,"6",16.8,10.7,0,38.4,229.1,2015-06-15,"Jun","camborne"
"4303",2015,"7",18.2,13.2,0,98,166.3,2015-07-15,"Jul","camborne"
"4304",2015,"8",17.9,12.8,0,174.8,135.9,2015-08-15,"Aug","camborne"
"4305",2015,"9",16.2,11,0,70.2,164.4,2015-09-15,"Sep","camborne"
"4306",2015,"10",14.8,9.6,0,60.2,102.5,2015-10-15,"Oct","camborne"
"4307",2015,"11",13.2,9.4,0,125.8,36.7,2015-11-15,"Nov","camborne"
"4308",2015,"12",12.7,9.7,0,165.2,18.7,2015-12-15,"Dec","camborne"
"4309",2016,"1",10.4,6,0,221.6,48,2016-01-15,"Jan","camborne"
"4310",2016,"2",9.1,4.9,0,161.6,64.1,2016-02-15,"Feb","camborne"
"4311",2016,"3",9.6,4.6,0,88.4,139.9,2016-03-15,"Mar","camborne"
"4312",2016,"4",11,6.1,0,81.4,183.8,2016-04-15,"Apr","camborne"
"4313",2016,"5",14.9,9.2,0,45.6,206.1,2016-05-15,"May","camborne"
"4314",2016,"6",17,12.1,0,65.8,131.8,2016-06-15,"Jun","camborne"
"4315",2016,"7",18.9,13.4,0,23.2,160.9,2016-07-15,"Jul","camborne"
"4316",2016,"8",19.4,13.9,0,57.4,171.1,2016-08-15,"Aug","camborne"
"4317",2016,"9",18.1,13.3,0,153.7,102.8,2016-09-15,"Sep","camborne"
"4318",2016,"10",14.9,9.5,0,53.2,124.9,2016-10-15,"Oct","camborne"
"4319",2016,"11",11.1,6.4,0,137,56.5,2016-11-15,"Nov","camborne"
"4320",2016,"12",11.3,7.2,0,58.4,47.3,2016-12-15,"Dec","camborne"
"4321",2017,"1",9.2,5.3,0,57.8,59.2,2017-01-15,"Jan","camborne"
"4322",2017,"2",10.1,5.8,2,100.6,56.9,2017-02-15,"Feb","camborne"
"4323",2017,"3",11.5,7.2,0,89.2,80.3,2017-03-15,"Mar","camborne"
"4324",2017,"4",12.6,6.5,0,24.8,216.2,2017-04-15,"Apr","camborne"
"4325",2017,"5",15.5,9.8,0,46.8,169,2017-05-15,"May","camborne"
"4326",2017,"6",18,12.3,0,102,175.3,2017-06-15,"Jun","camborne"
"4327",2017,"7",18.7,13.6,0,104.6,135.9,2017-07-15,"Jul","camborne"
"4328",2017,"8",18.1,12.8,0,70.4,163.2,2017-08-15,"Aug","camborne"
"4329",2017,"9",16.2,11.8,0,130.6,119,2017-09-15,"Sep","camborne"
"4330",2017,"10",15.2,11.4,0,57.6,68.7,2017-10-15,"Oct","camborne"
"4331",2017,"11",11.6,7.6,0,66.4,61.4,2017-11-15,"Nov","camborne"
"4332",2017,"12",10.2,6.1,0,154.2,34.5,2017-12-15,"Dec","camborne"
"4333",2018,"1",10.2,5.7,0,176.2,56.7,2018-01-15,"Jan","camborne"
"4334",2018,"2",7.3,2.7,4,85,106,2018-02-15,"Feb","camborne"
"4335",2018,"3",8.8,3.6,5,153.6,114.2,2018-03-15,"Mar","camborne"
"4336",2018,"4",12.8,7.1,0,85,146.7,2018-04-15,"Apr","camborne"
"4337",2018,"5",15.5,8.9,0,50.4,183.7,2018-05-15,"May","camborne"
"4338",2018,"6",19.7,12.9,0,8.8,215.1,2018-06-15,"Jun","camborne"
"4339",2018,"7",21.5,14.3,0,47.6,226.7,2018-07-15,"Jul","camborne"
"4340",2018,"8",19.5,14,0,54,119.8,2018-08-15,"Aug","camborne"
"4341",2018,"9",17.8,12,0,58.2,138.5,2018-09-15,"Sep","camborne"
"4342",2018,"10",14.4,9.3,0,99.8,120.8,2018-10-15,"Oct","camborne"
"4343",2018,"11",12,7.5,1,212,73.9,2018-11-15,"Nov","camborne"
"4344",2018,"12",11.4,7.9,0,165.6,20.5,2018-12-15,"Dec","camborne"
"4345",1948,"1",8.9,3.3,NA,85,NA,1948-01-15,"Jan","heathrow"
"4346",1948,"2",7.9,2.2,NA,26,NA,1948-02-15,"Feb","heathrow"
"4347",1948,"3",14.2,3.8,NA,14,NA,1948-03-15,"Mar","heathrow"
"4348",1948,"4",15.4,5.1,NA,35,NA,1948-04-15,"Apr","heathrow"
"4349",1948,"5",18.1,6.9,NA,57,NA,1948-05-15,"May","heathrow"
"4350",1948,"6",19.1,10.3,NA,67,NA,1948-06-15,"Jun","heathrow"
"4351",1948,"7",21.7,12,NA,21,NA,1948-07-15,"Jul","heathrow"
"4352",1948,"8",20.8,11.7,NA,67,NA,1948-08-15,"Aug","heathrow"
"4353",1948,"9",19.6,10.2,NA,35,NA,1948-09-15,"Sep","heathrow"
"4354",1948,"10",14.9,6,NA,50,NA,1948-10-15,"Oct","heathrow"
"4355",1948,"11",10.8,4.6,NA,44,NA,1948-11-15,"Nov","heathrow"
"4356",1948,"12",8.8,3.8,NA,63,NA,1948-12-15,"Dec","heathrow"
"4357",1949,"1",8.5,1.8,9,23,NA,1949-01-15,"Jan","heathrow"
"4358",1949,"2",10.4,0.6,11,27,NA,1949-02-15,"Feb","heathrow"
"4359",1949,"3",9.3,1.2,11,26.1,NA,1949-03-15,"Mar","heathrow"
"4360",1949,"4",16.2,6,1,34.2,NA,1949-04-15,"Apr","heathrow"
"4361",1949,"5",17.1,6.8,0,56.9,NA,1949-05-15,"May","heathrow"
"4362",1949,"6",22,10.5,0,9,NA,1949-06-15,"Jun","heathrow"
"4363",1949,"7",25.1,12.9,0,46.5,NA,1949-07-15,"Jul","heathrow"
"4364",1949,"8",23.9,12.5,0,26.3,NA,1949-08-15,"Aug","heathrow"
"4365",1949,"9",22.8,13.3,0,23.3,NA,1949-09-15,"Sep","heathrow"
"4366",1949,"10",17,8.6,3,139.6,NA,1949-10-15,"Oct","heathrow"
"4367",1949,"11",10.2,2.9,7,53.4,NA,1949-11-15,"Nov","heathrow"
"4368",1949,"12",9.2,2.9,6,33,NA,1949-12-15,"Dec","heathrow"
"4369",1950,"1",7.1,1.7,11,16.8,NA,1950-01-15,"Jan","heathrow"
"4370",1950,"2",9.9,2.4,7,82.2,NA,1950-02-15,"Feb","heathrow"
"4371",1950,"3",12.3,3.5,4,17.4,NA,1950-03-15,"Mar","heathrow"
"4372",1950,"4",12.9,4.2,1,54.8,NA,1950-04-15,"Apr","heathrow"
"4373",1950,"5",17.2,7.6,0,41.8,NA,1950-05-15,"May","heathrow"
"4374",1950,"6",23.6,12.3,0,44.6,NA,1950-06-15,"Jun","heathrow"
"4375",1950,"7",21.6,12.9,0,91.8,NA,1950-07-15,"Jul","heathrow"
"4376",1950,"8",21.9,12.1,0,68.8,NA,1950-08-15,"Aug","heathrow"
"4377",1950,"9",17.6,10.2,0,63.3,NA,1950-09-15,"Sep","heathrow"
"4378",1950,"10",14,6.1,3,10.9,NA,1950-10-15,"Oct","heathrow"
"4379",1950,"11",9.3,3.3,3,108.2,NA,1950-11-15,"Nov","heathrow"
"4380",1950,"12",3.8,-1,18,40.2,NA,1950-12-15,"Dec","heathrow"
"4381",1951,"1",7.3,1.5,7,71.3,NA,1951-01-15,"Jan","heathrow"
"4382",1951,"2",7,0.8,6,121.4,NA,1951-02-15,"Feb","heathrow"
"4383",1951,"3",8.4,1.7,6,86,NA,1951-03-15,"Mar","heathrow"
"4384",1951,"4",12.3,3,3,60.6,NA,1951-04-15,"Apr","heathrow"
"4385",1951,"5",15,7,0,53,NA,1951-05-15,"May","heathrow"
"4386",1951,"6",20.5,10,0,26.9,NA,1951-06-15,"Jun","heathrow"
"4387",1951,"7",23,12.9,0,33.8,NA,1951-07-15,"Jul","heathrow"
"4388",1951,"8",20.2,12.3,0,95.5,NA,1951-08-15,"Aug","heathrow"
"4389",1951,"9",19.2,11.3,0,66.3,NA,1951-09-15,"Sep","heathrow"
"4390",1951,"10",14.6,6,2,23.5,NA,1951-10-15,"Oct","heathrow"
"4391",1951,"11",11.8,6.2,1,132.6,NA,1951-11-15,"Nov","heathrow"
"4392",1951,"12",8.9,3.1,7,36.9,NA,1951-12-15,"Dec","heathrow"
"4393",1952,"1",6.2,0.4,13,47,NA,1952-01-15,"Jan","heathrow"
"4394",1952,"2",6.7,-0.3,14,16.1,NA,1952-02-15,"Feb","heathrow"
"4395",1952,"3",10.6,3.8,4,65.3,NA,1952-03-15,"Mar","heathrow"
"4396",1952,"4",15.6,5.8,2,39.9,NA,1952-04-15,"Apr","heathrow"
"4397",1952,"5",19.6,9.4,0,57.1,NA,1952-05-15,"May","heathrow"
"4398",1952,"6",20.9,10.9,0,30,NA,1952-06-15,"Jun","heathrow"
"4399",1952,"7",23.3,13.4,0,12.2,NA,1952-07-15,"Jul","heathrow"
"4400",1952,"8",21.6,13.3,0,63.5,NA,1952-08-15,"Aug","heathrow"
"4401",1952,"9",16.4,7.6,0,70.8,NA,1952-09-15,"Sep","heathrow"
"4402",1952,"10",13.2,5.7,4,69.8,NA,1952-10-15,"Oct","heathrow"
"4403",1952,"11",7.5,1.6,9,79.4,NA,1952-11-15,"Nov","heathrow"
"4404",1952,"12",5.8,-0.2,15,66,NA,1952-12-15,"Dec","heathrow"
"4405",1953,"1",5.6,0.6,14,21.2,NA,1953-01-15,"Jan","heathrow"
"4406",1953,"2",7.5,1,9,31.4,NA,1953-02-15,"Feb","heathrow"
"4407",1953,"3",11.1,1,12,8.5,NA,1953-03-15,"Mar","heathrow"
"4408",1953,"4",13.1,4.3,0,53.7,NA,1953-04-15,"Apr","heathrow"
"4409",1953,"5",18.7,8.9,0,32.4,NA,1953-05-15,"May","heathrow"
"4410",1953,"6",19.8,10.8,0,34.8,NA,1953-06-15,"Jun","heathrow"
"4411",1953,"7",21,12.1,0,75.3,NA,1953-07-15,"Jul","heathrow"
"4412",1953,"8",22.6,12.6,0,39,NA,1953-08-15,"Aug","heathrow"
"4413",1953,"9",19.5,9.8,0,47.4,NA,1953-09-15,"Sep","heathrow"
"4414",1953,"10",14.7,7.1,0,65.7,NA,1953-10-15,"Oct","heathrow"
"4415",1953,"11",11.3,5.2,0,28.6,NA,1953-11-15,"Nov","heathrow"
"4416",1953,"12",10,5.1,1,13.3,NA,1953-12-15,"Dec","heathrow"
"4417",1954,"1",5.9,0.3,15,23.5,NA,1954-01-15,"Jan","heathrow"
"4418",1954,"2",6.1,0.4,8,51.5,NA,1954-02-15,"Feb","heathrow"
"4419",1954,"3",10.4,3,5,51.3,NA,1954-03-15,"Mar","heathrow"
"4420",1954,"4",13.2,2.8,2,8.9,NA,1954-04-15,"Apr","heathrow"
"4421",1954,"5",16.8,7.6,0,52.6,NA,1954-05-15,"May","heathrow"
"4422",1954,"6",18.6,10.7,0,95.3,NA,1954-06-15,"Jun","heathrow"
"4423",1954,"7",19.2,11.7,0,62.1,NA,1954-07-15,"Jul","heathrow"
"4424",1954,"8",19.8,11.5,0,87.5,NA,1954-08-15,"Aug","heathrow"
"4425",1954,"9",18,9.6,0,58.1,NA,1954-09-15,"Sep","heathrow"
"4426",1954,"10",16.2,8.9,1,54.1,NA,1954-10-15,"Oct","heathrow"
"4427",1954,"11",11.2,3.6,5,95.5,NA,1954-11-15,"Nov","heathrow"
"4428",1954,"12",9.7,3.4,5,46.6,NA,1954-12-15,"Dec","heathrow"
"4429",1955,"1",5.6,0.4,11,50.2,NA,1955-01-15,"Jan","heathrow"
"4430",1955,"2",5,-0.8,16,35,NA,1955-02-15,"Feb","heathrow"
"4431",1955,"3",7.9,0.2,18,22.8,NA,1955-03-15,"Mar","heathrow"
"4432",1955,"4",15.2,5.1,0,7.2,NA,1955-04-15,"Apr","heathrow"
"4433",1955,"5",15.5,6.4,0,103.2,NA,1955-05-15,"May","heathrow"
"4434",1955,"6",20,11.1,0,52.1,NA,1955-06-15,"Jun","heathrow"
"4435",1955,"7",24.4,13.1,0,7.1,NA,1955-07-15,"Jul","heathrow"
"4436",1955,"8",24.3,13.6,0,17.8,NA,1955-08-15,"Aug","heathrow"
"4437",1955,"9",19.9,9.9,0,42.7,NA,1955-09-15,"Sep","heathrow"
"4438",1955,"10",13.5,5.3,4,87.7,NA,1955-10-15,"Oct","heathrow"
"4439",1955,"11",10.7,4.2,5,30.1,NA,1955-11-15,"Nov","heathrow"
"4440",1955,"12",9.5,2.3,8,46.7,NA,1955-12-15,"Dec","heathrow"
"4441",1956,"1",7,0.5,14,88.6,NA,1956-01-15,"Jan","heathrow"
"4442",1956,"2",2.9,-3.6,22,2.3,NA,1956-02-15,"Feb","heathrow"
"4443",1956,"3",11,2.7,9,15,NA,1956-03-15,"Mar","heathrow"
"4444",1956,"4",12.1,2.4,3,29.1,NA,1956-04-15,"Apr","heathrow"
"4445",1956,"5",19.1,7.1,0,4.2,NA,1956-05-15,"May","heathrow"
"4446",1956,"6",18.5,9.6,0,41.5,NA,1956-06-15,"Jun","heathrow"
"4447",1956,"7",20.9,12.8,0,130.5,NA,1956-07-15,"Jul","heathrow"
"4448",1956,"8",18.8,10.9,0,99.5,NA,1956-08-15,"Aug","heathrow"
"4449",1956,"9",19.2,11.7,0,50,NA,1956-09-15,"Sep","heathrow"
"4450",1956,"10",13.8,6,0,74.1,NA,1956-10-15,"Oct","heathrow"
"4451",1956,"11",9.3,2.5,7,10.1,NA,1956-11-15,"Nov","heathrow"
"4452",1956,"12",8.2,3.5,5,70.3,NA,1956-12-15,"Dec","heathrow"
"4453",1957,"1",8.7,2.7,5,39.5,53,1957-01-15,"Jan","heathrow"
"4454",1957,"2",9,2.9,5,69.8,64.9,1957-02-15,"Feb","heathrow"
"4455",1957,"3",13.9,5.7,2,25.4,96.7,1957-03-15,"Mar","heathrow"
"4456",1957,"4",14.2,5.2,1,5.7,169.6,1957-04-15,"Apr","heathrow"
"4457",1957,"5",16.2,6.5,0,21.3,195,1957-05-15,"May","heathrow"
"4458",1957,"6",23.6,10.7,0,22.4,284.5,1957-06-15,"Jun","heathrow"
"4459",1957,"7",22.5,13.8,0,87,152.3,1957-07-15,"Jul","heathrow"
"4460",1957,"8",21.1,12.5,0,86.2,154.4,1957-08-15,"Aug","heathrow"
"4461",1957,"9",17.6,10.1,0,51.7,88.5,1957-09-15,"Sep","heathrow"
"4462",1957,"10",15.5,7.7,0,47,85.9,1957-10-15,"Oct","heathrow"
"4463",1957,"11",9.4,4.3,2,59.5,67.5,1957-11-15,"Nov","heathrow"
"4464",1957,"12",7.6,1,11,42.1,40.8,1957-12-15,"Dec","heathrow"
"4465",1958,"1",6.8,0.9,10,64.3,40.1,1958-01-15,"Jan","heathrow"
"4466",1958,"2",8.9,1.9,10,58.7,45.7,1958-02-15,"Feb","heathrow"
"4467",1958,"3",8.1,1.1,10,26,105.2,1958-03-15,"Mar","heathrow"
"4468",1958,"4",12.3,3.8,3,29.5,153.2,1958-04-15,"Apr","heathrow"
"4469",1958,"5",17.3,7.8,0,59.5,189.2,1958-05-15,"May","heathrow"
"4470",1958,"6",19.4,10.7,0,104.3,152.2,1958-06-15,"Jun","heathrow"
"4471",1958,"7",21.7,12.9,0,51.9,190.5,1958-07-15,"Jul","heathrow"
"4472",1958,"8",20.8,13.1,0,75.2,103.1,1958-08-15,"Aug","heathrow"
"4473",1958,"9",20,12.1,0,83.8,134.8,1958-09-15,"Sep","heathrow"
"4474",1958,"10",14.9,8.3,0,50.7,94.2,1958-10-15,"Oct","heathrow"
"4475",1958,"11",9.7,4.4,1,50.7,40.8,1958-11-15,"Nov","heathrow"
"4476",1958,"12",8,2.7,2,85.1,29.6,1958-12-15,"Dec","heathrow"
"4477",1959,"1",5.7,-1.1,23,54.8,76.2,1959-01-15,"Jan","heathrow"
"4478",1959,"2",7.4,1.2,7,2.4,54.8,1959-02-15,"Feb","heathrow"
"4479",1959,"3",11.9,4.4,0,43.8,103.9,1959-03-15,"Mar","heathrow"
"4480",1959,"4",14.2,6.3,0,52.9,139.1,1959-04-15,"Apr","heathrow"
"4481",1959,"5",18.7,8,0,21.9,221.4,1959-05-15,"May","heathrow"
"4482",1959,"6",22.1,11.1,0,16.2,231.6,1959-06-15,"Jun","heathrow"
"4483",1959,"7",24.7,13.3,0,86.5,276.9,1959-07-15,"Jul","heathrow"
"4484",1959,"8",24.2,13.7,0,27.6,240,1959-08-15,"Aug","heathrow"
"4485",1959,"9",22.7,10.6,0,5.1,209.2,1959-09-15,"Sep","heathrow"
"4486",1959,"10",17.8,8.5,0,46.9,150.1,1959-10-15,"Oct","heathrow"
"4487",1959,"11",10.8,3.5,6,53.5,53,1959-11-15,"Nov","heathrow"
"4488",1959,"12",9.3,3,1,75.7,30.2,1959-12-15,"Dec","heathrow"
"4489",1960,"1",6.9,1.8,12,47.9,34.4,1960-01-15,"Jan","heathrow"
"4490",1960,"2",7.9,1.6,7,48,80.1,1960-02-15,"Feb","heathrow"
"4491",1960,"3",10.2,4.5,0,33.9,65,1960-03-15,"Mar","heathrow"
"4492",1960,"4",14.3,4.6,1,12.4,156.1,1960-04-15,"Apr","heathrow"
"4493",1960,"5",18.4,9.3,0,45.6,181.7,1960-05-15,"May","heathrow"
"4494",1960,"6",22.1,12.1,0,42.8,248.6,1960-06-15,"Jun","heathrow"
"4495",1960,"7",20.1,12.4,0,67.2,139.7,1960-07-15,"Jul","heathrow"
"4496",1960,"8",20.3,11.8,0,60.8,150.9,1960-08-15,"Aug","heathrow"
"4497",1960,"9",18.5,10.5,0,75.3,128.4,1960-09-15,"Sep","heathrow"
"4498",1960,"10",14.2,8.2,0,155.5,75.2,1960-10-15,"Oct","heathrow"
"4499",1960,"11",11.2,4.5,4,89.5,69.4,1960-11-15,"Nov","heathrow"
"4500",1960,"12",6.9,2.1,5,56.5,44.5,1960-12-15,"Dec","heathrow"
"4501",1961,"1",6.9,1.2,11,64.4,45.8,1961-01-15,"Jan","heathrow"
"4502",1961,"2",10.3,4.9,0,55.1,56,1961-02-15,"Feb","heathrow"
"4503",1961,"3",13.9,2.9,4,5.7,166.7,1961-03-15,"Mar","heathrow"
"4504",1961,"4",15,7.1,0,50.8,73.5,1961-04-15,"Apr","heathrow"
"4505",1961,"5",16.8,7.4,0,17.2,217.2,1961-05-15,"May","heathrow"
"4506",1961,"6",21.7,10.5,0,29.2,229.3,1961-06-15,"Jun","heathrow"
"4507",1961,"7",22.1,12.1,0,26.2,180,1961-07-15,"Jul","heathrow"
"4508",1961,"8",21.7,12.6,0,47.6,158.8,1961-08-15,"Aug","heathrow"
"4509",1961,"9",20.9,12,0,64.7,125.4,1961-09-15,"Sep","heathrow"
"4510",1961,"10",15.6,7.6,1,56.8,117.2,1961-10-15,"Oct","heathrow"
"4511",1961,"11",9.9,3.5,7,52.5,55.6,1961-11-15,"Nov","heathrow"
"4512",1961,"12",6.8,0.2,17,88.6,46.2,1961-12-15,"Dec","heathrow"
"4513",1962,"1",7.9,1.2,7,76.1,67.1,1962-01-15,"Jan","heathrow"
"4514",1962,"2",7.6,1.4,7,12.6,67.1,1962-02-15,"Feb","heathrow"
"4515",1962,"3",7.4,-0.6,16,35.8,111.4,1962-03-15,"Mar","heathrow"
"4516",1962,"4",12.7,4.7,0,41.8,142.7,1962-04-15,"Apr","heathrow"
"4517",1962,"5",15,7.1,0,29.6,157.9,1962-05-15,"May","heathrow"
"4518",1962,"6",20.4,9.4,0,6.1,260.5,1962-06-15,"Jun","heathrow"
"4519",1962,"7",20.6,12.1,0,82.8,135,1962-07-15,"Jul","heathrow"
"4520",1962,"8",20,11.6,0,52.9,173.6,1962-08-15,"Aug","heathrow"
"4521",1962,"9",17.8,9.6,0,88.4,152,1962-09-15,"Sep","heathrow"
"4522",1962,"10",15.7,7.1,1,37.6,114.4,1962-10-15,"Oct","heathrow"
"4523",1962,"11",9.1,3.2,8,41.7,33.6,1962-11-15,"Nov","heathrow"
"4524",1962,"12",5,-1.1,22,52.8,64.1,1962-12-15,"Dec","heathrow"
"4525",1963,"1",0.8,-4.6,28,12.9,38.4,1963-01-15,"Jan","heathrow"
"4526",1963,"2",2.8,-2.2,24,6.6,72.2,1963-02-15,"Feb","heathrow"
"4527",1963,"3",10.7,3,7,68.2,95.9,1963-03-15,"Mar","heathrow"
"4528",1963,"4",13.6,5.7,1,52.1,123.2,1963-04-15,"Apr","heathrow"
"4529",1963,"5",16,6.9,0,33.7,195.6,1963-05-15,"May","heathrow"
"4530",1963,"6",20.8,11.3,0,48.3,193.4,1963-06-15,"Jun","heathrow"
"4531",1963,"7",21.1,11.9,0,28.1,196.2,1963-07-15,"Jul","heathrow"
"4532",1963,"8",19.8,11.7,0,53.4,138.6,1963-08-15,"Aug","heathrow"
"4533",1963,"9",18,10.1,0,49,120.9,1963-09-15,"Sep","heathrow"
"4534",1963,"10",14.8,8.2,0,34.7,85.4,1963-10-15,"Oct","heathrow"
"4535",1963,"11",11.8,6,1,118.8,59.3,1963-11-15,"Nov","heathrow"
"4536",1963,"12",5.4,0,16,16.1,44.1,1963-12-15,"Dec","heathrow"
"4537",1964,"1",5.8,0.4,9,17.8,37.4,1964-01-15,"Jan","heathrow"
"4538",1964,"2",7.6,2,7,16.8,59.2,1964-02-15,"Feb","heathrow"
"4539",1964,"3",7.6,2.6,5,95.1,66.8,1964-03-15,"Mar","heathrow"
"4540",1964,"4",12.8,5.4,2,73.5,126.1,1964-04-15,"Apr","heathrow"
"4541",1964,"5",19.6,9.8,0,46.1,197.8,1964-05-15,"May","heathrow"
"4542",1964,"6",19.3,11.2,0,110.1,164.1,1964-06-15,"Jun","heathrow"
"4543",1964,"7",22.8,13.5,0,20.2,219.7,1964-07-15,"Jul","heathrow"
"4544",1964,"8",22.3,12.7,0,21.2,215.7,1964-08-15,"Aug","heathrow"
"4545",1964,"9",21.1,10.6,0,11.1,213.7,1964-09-15,"Sep","heathrow"
"4546",1964,"10",13.7,5.3,1,29.2,126.2,1964-10-15,"Oct","heathrow"
"4547",1964,"11",11.2,5.3,2,29.6,55,1964-11-15,"Nov","heathrow"
"4548",1964,"12",7.1,0.9,12,29.9,48.6,1964-12-15,"Dec","heathrow"
"4549",1965,"1",6.6,1,14,43,72.8,1965-01-15,"Jan","heathrow"
"4550",1965,"2",5.9,0.9,11,8.3,32.5,1965-02-15,"Feb","heathrow"
"4551",1965,"3",10.5,2.2,9,58,129.7,1965-03-15,"Mar","heathrow"
"4552",1965,"4",13.4,4.8,0,44.8,138.6,1965-04-15,"Apr","heathrow"
"4553",1965,"5",16.8,8.6,0,39.5,194.6,1965-05-15,"May","heathrow"
"4554",1965,"6",19.7,11,0,54.6,184.7,1965-06-15,"Jun","heathrow"
"4555",1965,"7",19.3,11.7,0,85.9,129.9,1965-07-15,"Jul","heathrow"
"4556",1965,"8",20.8,11.9,0,55.9,184.7,1965-08-15,"Aug","heathrow"
"4557",1965,"9",17.4,9.2,0,109.4,130,1965-09-15,"Sep","heathrow"
"4558",1965,"10",16.2,7.5,1,18.8,129.1,1965-10-15,"Oct","heathrow"
"4559",1965,"11",8.4,2.2,9,65.4,96.5,1965-11-15,"Nov","heathrow"
"4560",1965,"12",8.4,1.7,9,87.3,54,1965-12-15,"Dec","heathrow"
"4561",1966,"1",5.3,1,13,32.6,40.8,1966-01-15,"Jan","heathrow"
"4562",1966,"2",9.3,4.4,1,73.4,27,1966-02-15,"Feb","heathrow"
"4563",1966,"3",10.9,2.6,4,12.2,122.6,1966-03-15,"Mar","heathrow"
"4564",1966,"4",12.2,5.4,0,98.6,88.7,1966-04-15,"Apr","heathrow"
"4565",1966,"5",17,7.5,0,50.5,222.9,1966-05-15,"May","heathrow"
"4566",1966,"6",21.8,12.2,0,66.7,205.4,1966-06-15,"Jun","heathrow"
"4567",1966,"7",20.1,12.2,0,78,161.6,1966-07-15,"Jul","heathrow"
"4568",1966,"8",20.6,11.6,0,86.2,199.7,1966-08-15,"Aug","heathrow"
"4569",1966,"9",19.6,10.8,0,36.7,161.4,1966-09-15,"Sep","heathrow"
"4570",1966,"10",14.7,8.6,0,122.1,81.3,1966-10-15,"Oct","heathrow"
"4571",1966,"11",8.8,2.9,4,41.7,59.3,1966-11-15,"Nov","heathrow"
"4572",1966,"12",9.3,2.2,6,62.5,36.3,1966-12-15,"Dec","heathrow"
"4573",1967,"1",7.3,2.1,12,36.4,66.1,1967-01-15,"Jan","heathrow"
"4574",1967,"2",9.3,2.6,7,48.6,89.5,1967-02-15,"Feb","heathrow"
"4575",1967,"3",11.6,3.7,1,35.7,172.9,1967-03-15,"Mar","heathrow"
"4576",1967,"4",12.5,4.4,1,44.1,138.2,1967-04-15,"Apr","heathrow"
"4577",1967,"5",15.6,7.8,1,102.1,183.6,1967-05-15,"May","heathrow"
"4578",1967,"6",20.1,10.3,0,51,210,1967-06-15,"Jun","heathrow"
"4579",1967,"7",23.5,13.8,0,73.5,239.5,1967-07-15,"Jul","heathrow"
"4580",1967,"8",21.5,12.7,0,47.4,182.9,1967-08-15,"Aug","heathrow"
"4581",1967,"9",18.5,11.1,0,59.5,118.6,1967-09-15,"Sep","heathrow"
"4582",1967,"10",15,8.8,0,103.8,99.1,1967-10-15,"Oct","heathrow"
"4583",1967,"11",9.7,2.6,5,42.3,78.7,1967-11-15,"Nov","heathrow"
"4584",1967,"12",7.2,1.3,11,54,61.3,1967-12-15,"Dec","heathrow"
"4585",1968,"1",7.2,1.3,13,65.1,43,1968-01-15,"Jan","heathrow"
"4586",1968,"2",5.7,0.2,13,25.3,67.2,1968-02-15,"Feb","heathrow"
"4587",1968,"3",11.1,3.5,3,22.6,142.3,1968-03-15,"Mar","heathrow"
"4588",1968,"4",13.7,4.4,4,44.2,188.4,1968-04-15,"Apr","heathrow"
"4589",1968,"5",15.4,7,0,80.8,170.8,1968-05-15,"May","heathrow"
"4590",1968,"6",20.6,11.5,0,54.9,172.5,1968-06-15,"Jun","heathrow"
"4591",1968,"7",20.7,12.6,0,79.4,146.7,1968-07-15,"Jul","heathrow"
"4592",1968,"8",20.2,12.6,0,68.2,121.1,1968-08-15,"Aug","heathrow"
"4593",1968,"9",18.8,11.6,0,131.4,125.6,1968-09-15,"Sep","heathrow"
"4594",1968,"10",16.5,10.7,0,64.2,78.5,1968-10-15,"Oct","heathrow"
"4595",1968,"11",9.5,4.8,3,44.3,40.7,1968-11-15,"Nov","heathrow"
"4596",1968,"12",5.4,1,12,74.9,30.7,1968-12-15,"Dec","heathrow"
"4597",1969,"1",8.9,3.4,5,71.7,32.4,1969-01-15,"Jan","heathrow"
"4598",1969,"2",4.9,-0.9,15,45,70.5,1969-02-15,"Feb","heathrow"
"4599",1969,"3",8,1.3,7,56,66.8,1969-03-15,"Mar","heathrow"
