"","Year","Month","tmax","tmin","af","rain","sun","date","month","station"
"1619",1977,"7",19.9,13.6,0,22.3,227.9,1977-07-15,"Jul","eastbourne"
"1620",1977,"8",19.2,13.4,0,73.5,192.9,1977-08-15,"Aug","eastbourne"
"1621",1977,"9",17.2,11.7,0,23.2,143.2,1977-09-15,"Sep","eastbourne"
"1622",1977,"10",15.9,11,0,41.6,137.2,1977-10-15,"Oct","eastbourne"
"1623",1977,"11",10.7,6.3,0,114.5,95.4,1977-11-15,"Nov","eastbourne"
"1624",1977,"12",9.6,6.1,0,75.2,42.3,1977-12-15,"Dec","eastbourne"
"1625",1978,"1",7.4,2.5,6,109.4,65.7,1978-01-15,"Jan","eastbourne"
"1626",1978,"2",5.9,1.9,10,51.2,60.8,1978-02-15,"Feb","eastbourne"
"1627",1978,"3",9.7,4.7,1,52,126.6,1978-03-15,"Mar","eastbourne"
"1628",1978,"4",10,4.7,1,51.6,155.3,1978-04-15,"Apr","eastbourne"
"1629",1978,"5",15.4,8.7,0,32.2,213.9,1978-05-15,"May","eastbourne"
"1630",1978,"6",17.5,11.8,0,40.1,244.5,1978-06-15,"Jun","eastbourne"
"1631",1978,"7",18.3,13.4,0,103.8,168.6,1978-07-15,"Jul","eastbourne"
"1632",1978,"8",18.8,13.2,0,14.6,219.4,1978-08-15,"Aug","eastbourne"
"1633",1978,"9",18.5,12.6,0,12.9,184.8,1978-09-15,"Sep","eastbourne"
"1634",1978,"10",15.9,10.4,0,4,137.8,1978-10-15,"Oct","eastbourne"
"1635",1978,"11",12.4,8,4,10.3,94.3,1978-11-15,"Nov","eastbourne"
"1636",1978,"12",8.9,4.7,5,185.7,31.7,1978-12-15,"Dec","eastbourne"
"1637",1979,"1",4.8,-0.2,13,77.4,71.5,1979-01-15,"Jan","eastbourne"
"1638",1979,"2",5,0.8,8,90.6,61.5,1979-02-15,"Feb","eastbourne"
"1639",1979,"3",8.3,3.5,0,96,132.3,1979-03-15,"Mar","eastbourne"
"1640",1979,"4",11.4,5.8,0,54.2,149.7,1979-04-15,"Apr","eastbourne"
"1641",1979,"5",14,8,0,79.5,253.2,1979-05-15,"May","eastbourne"
"1642",1979,"6",17.1,11.6,0,35.6,175.7,1979-06-15,"Jun","eastbourne"
"1643",1979,"7",20,13.7,0,29.5,239.9,1979-07-15,"Jul","eastbourne"
"1644",1979,"8",19,13,0,75.8,220.4,1979-08-15,"Aug","eastbourne"
"1645",1979,"9",17.8,11.6,0,21.8,198.1,1979-09-15,"Sep","eastbourne"
"1646",1979,"10",15.7,10.4,0,69.6,123.4,1979-10-15,"Oct","eastbourne"
"1647",1979,"11",11.5,5.7,0,75.5,95.8,1979-11-15,"Nov","eastbourne"
"1648",1979,"12",9.5,5.8,2,118.3,58,1979-12-15,"Dec","eastbourne"
"1649",1980,"1",6.3,1.9,8,67,65.7,1980-01-15,"Jan","eastbourne"
"1650",1980,"2",9,5.1,0,85.7,59,1980-02-15,"Feb","eastbourne"
"1651",1980,"3",8.7,4,2,102.9,93.8,1980-03-15,"Mar","eastbourne"
"1652",1980,"4",12.6,6.3,0,10.3,193.4,1980-04-15,"Apr","eastbourne"
"1653",1980,"5",15.6,8.5,0,44.5,270.5,1980-05-15,"May","eastbourne"
"1654",1980,"6",17.1,11.4,0,107.4,250,1980-06-15,"Jun","eastbourne"
"1655",1980,"7",18,12.8,0,155.7,194.9,1980-07-15,"Jul","eastbourne"
"1656",1980,"8",19.7,14.3,0,100.4,202.4,1980-08-15,"Aug","eastbourne"
"1657",1980,"9",18.6,13.8,0,48.6,157.8,1980-09-15,"Sep","eastbourne"
"1658",1980,"10",14.2,8.3,0,122.2,131,1980-10-15,"Oct","eastbourne"
"1659",1980,"11",9.5,5.5,1,56.4,68.9,1980-11-15,"Nov","eastbourne"
"1660",1980,"12",8.7,4.1,6,51.3,74.2,1980-12-15,"Dec","eastbourne"
"1661",1981,"1",8.2,3.2,5,35.8,78.7,1981-01-15,"Jan","eastbourne"
"1662",1981,"2",6.5,1.5,9,23.8,90.2,1981-02-15,"Feb","eastbourne"
"1663",1981,"3",10.6,6.7,0,132.7,75.3,1981-03-15,"Mar","eastbourne"
"1664",1981,"4",11.5,5,0,44.4,149.9,1981-04-15,"Apr","eastbourne"
"1665",1981,"5",14.5,8.4,0,109.5,157,1981-05-15,"May","eastbourne"
"1666",1981,"6",16.1,10.2,0,49,179.2,1981-06-15,"Jun","eastbourne"
"1667",1981,"7",19.1,13,0,25.4,172.9,1981-07-15,"Jul","eastbourne"
"1668",1981,"8",20.9,14.1,0,21.8,236.1,1981-08-15,"Aug","eastbourne"
"1669",1981,"9",18.9,13.3,0,127.2,174.8,1981-09-15,"Sep","eastbourne"
"1670",1981,"10",13,8.1,0,167.9,110.7,1981-10-15,"Oct","eastbourne"
"1671",1981,"11",11.7,7,0,45.1,64.2,1981-11-15,"Nov","eastbourne"
"1672",1981,"12",6.3,1.4,13,83.1,52.4,1981-12-15,"Dec","eastbourne"
"1673",1982,"1",7,2.7,8,43.9,72.1,1982-01-15,"Jan","eastbourne"
"1674",1982,"2",7.8,3.9,2,38.1,77.2,1982-02-15,"Feb","eastbourne"
"1675",1982,"3",9.8,4.2,1,58.7,182,1982-03-15,"Mar","eastbourne"
"1676",1982,"4",12.6,5.8,0,18.1,216.5,1982-04-15,"Apr","eastbourne"
"1677",1982,"5",15.4,9.3,0,41.1,252.8,1982-05-15,"May","eastbourne"
"1678",1982,"6",18.8,13.8,0,52,254.1,1982-06-15,"Jun","eastbourne"
"1679",1982,"7",21.4,14.6,0,16.3,238,1982-07-15,"Jul","eastbourne"
"1680",1982,"8",20.2,14.6,0,39.7,220.7,1982-08-15,"Aug","eastbourne"
"1681",1982,"9",19.3,13,0,122.6,170.4,1982-09-15,"Sep","eastbourne"
"1682",1982,"10",14.4,9.5,0,175.8,71.3,1982-10-15,"Oct","eastbourne"
"1683",1982,"11",12.2,8,1,129.7,70.8,1982-11-15,"Nov","eastbourne"
"1684",1982,"12",8.7,3.4,3,117.9,51.7,1982-12-15,"Dec","eastbourne"
"1685",1983,"1",9.8,5.8,1,77.7,59.4,1983-01-15,"Jan","eastbourne"
"1686",1983,"2",5.4,1.3,7,48,100,1983-02-15,"Feb","eastbourne"
"1687",1983,"3",9.4,4.2,0,54.8,119.6,1983-03-15,"Mar","eastbourne"
"1688",1983,"4",10.9,5.3,0,104.9,173.5,1983-04-15,"Apr","eastbourne"
"1689",1983,"5",13.6,8.6,0,94.2,191.4,1983-05-15,"May","eastbourne"
"1690",1983,"6",18.4,12.6,0,19.9,230.8,1983-06-15,"Jun","eastbourne"
"1691",1983,"7",22.9,15.6,0,17.6,282,1983-07-15,"Jul","eastbourne"
"1692",1983,"8",22.1,15.1,0,11.4,269,1983-08-15,"Aug","eastbourne"
"1693",1983,"9",18.1,12.9,0,83.6,139.3,1983-09-15,"Sep","eastbourne"
"1694",1983,"10",15.2,10,0,69.6,139.2,1983-10-15,"Oct","eastbourne"
"1695",1983,"11",11.2,6.9,1,50.1,67.1,1983-11-15,"Nov","eastbourne"
"1696",1983,"12",9.6,5.2,4,93.3,70.9,1983-12-15,"Dec","eastbourne"
"1697",1984,"1",8.5,3.9,0,151.8,85.1,1984-01-15,"Jan","eastbourne"
"1698",1984,"2",7.2,3.2,0,42.4,74.9,1984-02-15,"Feb","eastbourne"
"1699",1984,"3",8.4,3.1,0,81,85.5,1984-03-15,"Mar","eastbourne"
"1700",1984,"4",11.9,4.9,0,2.5,253.8,1984-04-15,"Apr","eastbourne"
"1701",1984,"5",13.4,7.7,0,65.2,139.1,1984-05-15,"May","eastbourne"
"1702",1984,"6",18.2,11.3,0,34.5,279.2,1984-06-15,"Jun","eastbourne"
"1703",1984,"7",19.9,13.6,0,40.6,256.5,1984-07-15,"Jul","eastbourne"
"1704",1984,"8",20.8,14.8,0,25.5,190.2,1984-08-15,"Aug","eastbourne"
"1705",1984,"9",17.7,12.5,0,84.8,126.4,1984-09-15,"Sep","eastbourne"
"1706",1984,"10",15.4,10.2,0,103.3,116,1984-10-15,"Oct","eastbourne"
"1707",1984,"11",12.9,8.3,0,138.6,69.7,1984-11-15,"Nov","eastbourne"
"1708",1984,"12",10,5.2,0,137.7,55.9,1984-12-15,"Dec","eastbourne"
"1709",1985,"1",4.1,-0.9,17,64.2,60.7,1985-01-15,"Jan","eastbourne"
"1710",1985,"2",5.2,0.9,11,36.2,84.8,1985-02-15,"Feb","eastbourne"
"1711",1985,"3",8.1,2.5,7,58.6,125.9,1985-03-15,"Mar","eastbourne"
"1712",1985,"4",12.1,6.2,0,37.7,179.8,1985-04-15,"Apr","eastbourne"
"1713",1985,"5",15.5,9.3,0,49.8,213.9,1985-05-15,"May","eastbourne"
"1714",1985,"6",17.3,11.2,0,48.1,214.3,1985-06-15,"Jun","eastbourne"
"1715",1985,"7",19.9,14.2,0,38.8,283.8,1985-07-15,"Jul","eastbourne"
"1716",1985,"8",18.6,13.7,0,85.2,231.5,1985-08-15,"Aug","eastbourne"
"1717",1985,"9",18.4,12.5,0,22.9,173.3,1985-09-15,"Sep","eastbourne"
"1718",1985,"10",15.4,10.1,0,30.8,150.3,1985-10-15,"Oct","eastbourne"
"1719",1985,"11",8.9,3.1,8,82.5,99.7,1985-11-15,"Nov","eastbourne"
"1720",1985,"12",10.2,6.9,4,94.8,47.4,1985-12-15,"Dec","eastbourne"
"1721",1986,"1",7.6,2.9,5,146.8,67.2,1986-01-15,"Jan","eastbourne"
"1722",1986,"2",2,-1.7,23,15.9,56.4,1986-02-15,"Feb","eastbourne"
"1723",1986,"3",7.5,2.3,7,89.1,122.8,1986-03-15,"Mar","eastbourne"
"1724",1986,"4",9.7,4.3,1,53.2,171.2,1986-04-15,"Apr","eastbourne"
"1725",1986,"5",13.7,8.7,0,36.6,230.7,1986-05-15,"May","eastbourne"
"1726",1986,"6",18.7,12.3,0,28,258.2,1986-06-15,"Jun","eastbourne"
"1727",1986,"7",19.8,14.1,0,15.6,232.7,1986-07-15,"Jul","eastbourne"
"1728",1986,"8",18.3,12.7,0,43.9,201,1986-08-15,"Aug","eastbourne"
"1729",1986,"9",16.1,9.7,0,45.4,170.4,1986-09-15,"Sep","eastbourne"
"1730",1986,"10",15.3,10.4,0,100.7,125.3,1986-10-15,"Oct","eastbourne"
"1731",1986,"11",12.2,7.1,0,129.8,88.6,1986-11-15,"Nov","eastbourne"
"1732",1986,"12",9.9,4.8,1,107.6,79.4,1986-12-15,"Dec","eastbourne"
"1733",1987,"1",3.4,-0.4,17,21.1,56.7,1987-01-15,"Jan","eastbourne"
"1734",1987,"2",6.7,2.1,7,52.7,86.3,1987-02-15,"Feb","eastbourne"
"1735",1987,"3",7.6,2.3,6,96.5,119.3,1987-03-15,"Mar","eastbourne"
"1736",1987,"4",12.9,7.3,0,50.5,209.3,1987-04-15,"Apr","eastbourne"
"1737",1987,"5",14.4,7.7,0,49,234,1987-05-15,"May","eastbourne"
"1738",1987,"6",16.6,11.3,0,64.9,200.9,1987-06-15,"Jun","eastbourne"
"1739",1987,"7",19.7,14.1,0,82.1,232.8,1987-07-15,"Jul","eastbourne"
"1740",1987,"8",20,13.8,0,71.4,226.3,1987-08-15,"Aug","eastbourne"
"1741",1987,"9",18.3,12.9,0,44,158.7,1987-09-15,"Sep","eastbourne"
"1742",1987,"10",14.8,10.1,0,246.9,111.5,1987-10-15,"Oct","eastbourne"
"1743",1987,"11",10.5,5.8,1,96.6,71,1987-11-15,"Nov","eastbourne"
"1744",1987,"12",8.7,4.9,4,33.3,39,1987-12-15,"Dec","eastbourne"
"1745",1988,"1",9.1,4.9,1,194.9,72.2,1988-01-15,"Jan","eastbourne"
"1746",1988,"2",8.4,3.2,2,57.7,138.3,1988-02-15,"Feb","eastbourne"
"1747",1988,"3",9.9,4.9,3,98,102.5,1988-03-15,"Mar","eastbourne"
"1748",1988,"4",11.6,5.8,1,34.2,191.1,1988-04-15,"Apr","eastbourne"
"1749",1988,"5",15.9,10.2,0,35.8,234.4,1988-05-15,"May","eastbourne"
"1750",1988,"6",17.6,11.9,0,16.2,168.6,1988-06-15,"Jun","eastbourne"
"1751",1988,"7",18.1,13.7,0,63.6,223.5,1988-07-15,"Jul","eastbourne"
"1752",1988,"8",19.2,13.8,0,46.5,223.7,1988-08-15,"Aug","eastbourne"
"1753",1988,"9",17.7,12.5,0,59.3,146.8,1988-09-15,"Sep","eastbourne"
"1754",1988,"10",15.1,10.7,0,96.2,122.4,1988-10-15,"Oct","eastbourne"
"1755",1988,"11",10.2,5.1,1,30,112.8,1988-11-15,"Nov","eastbourne"
"1756",1988,"12",10.3,6.6,0,29.9,44.7,1988-12-15,"Dec","eastbourne"
"1757",1989,"1",9.6,5.4,1,34.1,93.3,1989-01-15,"Jan","eastbourne"
"1758",1989,"2",9.6,4.9,0,55.4,87.4,1989-02-15,"Feb","eastbourne"
"1759",1989,"3",11.2,6.4,1,67.7,109.8,1989-03-15,"Mar","eastbourne"
"1760",1989,"4",10.7,5.3,0,64.5,163.8,1989-04-15,"Apr","eastbourne"
"1761",1989,"5",17.4,10.7,0,3.2,330.8,1989-05-15,"May","eastbourne"
"1762",1989,"6",18.9,12.1,0,61.4,308.4,1989-06-15,"Jun","eastbourne"
"1763",1989,"7",22.2,15.5,0,21.3,287.2,1989-07-15,"Jul","eastbourne"
"1764",1989,"8",21.6,14.7,0,18.3,282.8,1989-08-15,"Aug","eastbourne"
"1765",1989,"9",19.8,13.7,0,41.4,159.4,1989-09-15,"Sep","eastbourne"
"1766",1989,"10",16.7,11.5,0,92.8,125,1989-10-15,"Oct","eastbourne"
"1767",1989,"11",11.3,5.9,2,69.5,116.3,1989-11-15,"Nov","eastbourne"
"1768",1989,"12",9.7,5.4,3,135.6,29.9,1989-12-15,"Dec","eastbourne"
"1769",1990,"1",10.2,6.3,0,111.5,50.2,1990-01-15,"Jan","eastbourne"
"1770",1990,"2",11,7.1,0,111.6,107,1990-02-15,"Feb","eastbourne"
"1771",1990,"3",11.7,6.8,0,7.2,161.1,1990-03-15,"Mar","eastbourne"
"1772",1990,"4",13.1,6,0,60.9,268.7,1990-04-15,"Apr","eastbourne"
"1773",1990,"5",17.6,10.3,0,7.2,323.2,1990-05-15,"May","eastbourne"
"1774",1990,"6",17.1,11.8,0,43.2,174.6,1990-06-15,"Jun","eastbourne"
"1775",1990,"7",20.3,13.9,0,5,289,1990-07-15,"Jul","eastbourne"
"1776",1990,"8",22.3,15.8,0,35.5,293.3,1990-08-15,"Aug","eastbourne"
"1777",1990,"9",18.5,11.5,0,37.2,193,1990-09-15,"Sep","eastbourne"
"1778",1990,"10",16,11.5,0,127.2,126.6,1990-10-15,"Oct","eastbourne"
"1779",1990,"11",10.8,7.1,0,83.5,95.1,1990-11-15,"Nov","eastbourne"
"1780",1990,"12",7.9,4.4,1,69.9,53.6,1990-12-15,"Dec","eastbourne"
"1781",1991,"1",7.7,4.4,0,99,64.7,1991-01-15,"Jan","eastbourne"
"1782",1991,"2",4.8,0.3,15,40.8,77.1,1991-02-15,"Feb","eastbourne"
"1783",1991,"3",10.7,5.8,0,55.1,118.4,1991-03-15,"Mar","eastbourne"
"1784",1991,"4",12,5.7,1,43.1,195.8,1991-04-15,"Apr","eastbourne"
"1785",1991,"5",14.2,7.7,0,16,161.6,1991-05-15,"May","eastbourne"
"1786",1991,"6",15.2,10.5,0,139.3,150.1,1991-06-15,"Jun","eastbourne"
"1787",1991,"7",19.7,14.4,0,131.6,232.8,1991-07-15,"Jul","eastbourne"
"1788",1991,"8",21.1,15.1,0,7.6,300.1,1991-08-15,"Aug","eastbourne"
"1789",1991,"9",19.5,13.2,0,39.7,200.3,1991-09-15,"Sep","eastbourne"
"1790",1991,"10",14.5,9.3,0,43.1,116.9,1991-10-15,"Oct","eastbourne"
"1791",1991,"11",10.8,5.9,0,138.9,68.2,1991-11-15,"Nov","eastbourne"
"1792",1991,"12",8.8,4.3,2,28.1,55.5,1991-12-15,"Dec","eastbourne"
"1793",1992,"1",7.1,3.2,6,24.7,59,1992-01-15,"Jan","eastbourne"
"1794",1992,"2",8.7,4,5,30.4,84.4,1992-02-15,"Feb","eastbourne"
"1795",1992,"3",10.5,6.2,0,59.7,70.5,1992-03-15,"Mar","eastbourne"
"1796",1992,"4",12.4,7,0,91.5,166,1992-04-15,"Apr","eastbourne"
"1797",1992,"5",17.7,10.9,0,19.8,293,1992-05-15,"May","eastbourne"
"1798",1992,"6",19.4,12.5,0,8,259.3,1992-06-15,"Jun","eastbourne"
"1799",1992,"7",20.2,14.6,0,88.7,213.2,1992-07-15,"Jul","eastbourne"
"1800",1992,"8",19.6,15,0,109.3,176.1,1992-08-15,"Aug","eastbourne"
"1801",1992,"9",17.6,13,0,72.5,158.5,1992-09-15,"Sep","eastbourne"
"1802",1992,"10",13.1,7.4,0,116.4,132.5,1992-10-15,"Oct","eastbourne"
"1803",1992,"11",12.4,7.2,0,138.2,73.2,1992-11-15,"Nov","eastbourne"
"1804",1992,"12",8.2,4,3,52.6,52.5,1992-12-15,"Dec","eastbourne"
"1805",1993,"1",10.1,5.5,3,93.4,50.2,1993-01-15,"Jan","eastbourne"
"1806",1993,"2",7.4,3.4,1,6.2,65.9,1993-02-15,"Feb","eastbourne"
"1807",1993,"3",9.7,4.3,1,23.9,147.8,1993-03-15,"Mar","eastbourne"
"1808",1993,"4",13,7.9,0,105.1,168.7,1993-04-15,"Apr","eastbourne"
"1809",1993,"5",16,10.3,0,34.9,217.1,1993-05-15,"May","eastbourne"
"1810",1993,"6",18.7,13,0,75.8,269.2,1993-06-15,"Jun","eastbourne"
"1811",1993,"7",18.9,13.8,0,68.9,199.2,1993-07-15,"Jul","eastbourne"
"1812",1993,"8",19.4,13.3,0,37.7,254.8,1993-08-15,"Aug","eastbourne"
"1813",1993,"9",17.2,11.2,0,107.5,135.4,1993-09-15,"Sep","eastbourne"
"1814",1993,"10",13.2,8.4,0,89.8,117.4,1993-10-15,"Oct","eastbourne"
"1815",1993,"11",8.9,4.1,3,59.9,81.3,1993-11-15,"Nov","eastbourne"
"1816",1993,"12",9.7,5.4,1,180.7,56.2,1993-12-15,"Dec","eastbourne"
"1817",1994,"1",9.1,5,0,110.2,74.6,1994-01-15,"Jan","eastbourne"
"1818",1994,"2",7.5,2.9,4,46.1,67.7,1994-02-15,"Feb","eastbourne"
"1819",1994,"3",10.9,6.1,0,65.5,131.9,1994-03-15,"Mar","eastbourne"
"1820",1994,"4",11.7,5.7,0,86.3,201.3,1994-04-15,"Apr","eastbourne"
"1821",1994,"5",14,8.9,0,90.9,194.8,1994-05-15,"May","eastbourne"
"1822",1994,"6",17.8,12.1,0,46.5,276.9,1994-06-15,"Jun","eastbourne"
"1823",1994,"7",22,16,0,63.7,286.3,1994-07-15,"Jul","eastbourne"
"1824",1994,"8",20.6,15.2,0,47.4,212.1,1994-08-15,"Aug","eastbourne"
"1825",1994,"9",17.2,12.3,0,106.2,143.9,1994-09-15,"Sep","eastbourne"
"1826",1994,"10",14.7,9.3,0,120.2,147.3,1994-10-15,"Oct","eastbourne"
"1827",1994,"11",13.5,10.7,0,60.3,47.4,1994-11-15,"Nov","eastbourne"
"1828",1994,"12",10.9,6.1,2,132,64.6,1994-12-15,"Dec","eastbourne"
"1829",1995,"1",8.6,3.5,3,148.1,68.5,1995-01-15,"Jan","eastbourne"
"1830",1995,"2",10.3,6.1,0,107.4,86.6,1995-02-15,"Feb","eastbourne"
"1831",1995,"3",10,3.8,1,63.4,198.5,1995-03-15,"Mar","eastbourne"
"1832",1995,"4",13.1,7.1,0,14.8,187.2,1995-04-15,"Apr","eastbourne"
"1833",1995,"5",16.5,9.4,0,14.9,269.9,1995-05-15,"May","eastbourne"
"1834",1995,"6",18.5,11.9,0,25.6,223.5,1995-06-15,"Jun","eastbourne"
"1835",1995,"7",22,15.8,0,32,268.8,1995-07-15,"Jul","eastbourne"
"1836",1995,"8",23.5,16.3,0,0.7,291.4,1995-08-15,"Aug","eastbourne"
"1837",1995,"9",18.3,12.1,0,103.6,183.8,1995-09-15,"Sep","eastbourne"
"1838",1995,"10",17.3,12.2,0,30.3,150.2,1995-10-15,"Oct","eastbourne"
"1839",1995,"11",12.1,7.6,0,28.8,89.5,1995-11-15,"Nov","eastbourne"
"1840",1995,"12",6.6,2.4,6,81.8,50.5,1995-12-15,"Dec","eastbourne"
"1841",1996,"1",7.4,4,7,57.5,45.3,1996-01-15,"Jan","eastbourne"
"1842",1996,"2",6.7,1.5,9,37.9,105.5,1996-02-15,"Feb","eastbourne"
"1843",1996,"3",7.8,2.9,3,43.2,89.3,1996-03-15,"Mar","eastbourne"
"1844",1996,"4",12,6.1,1,18.9,199.2,1996-04-15,"Apr","eastbourne"
"1845",1996,"5",13,7,0,70.3,193,1996-05-15,"May","eastbourne"
"1846",1996,"6",18.4,11.7,0,22.5,282.5,1996-06-15,"Jun","eastbourne"
"1847",1996,"7",19.8,13.7,0,29.2,279.3,1996-07-15,"Jul","eastbourne"
"1848",1996,"8",20.4,14.2,0,89.9,256,1996-08-15,"Aug","eastbourne"
"1849",1996,"9",17.7,11.7,0,32,180.9,1996-09-15,"Sep","eastbourne"
"1850",1996,"10",15.5,10.3,0,53.1,138.4,1996-10-15,"Oct","eastbourne"
"1851",1996,"11",10.7,4.6,2,148.8,115.2,1996-11-15,"Nov","eastbourne"
"1852",1996,"12",6.3,2.9,7,38.9,44.8,1996-12-15,"Dec","eastbourne"
"1853",1997,"1",4.7,0.5,14,16.1,57.7,1997-01-15,"Jan","eastbourne"
"1854",1997,"2",9.3,5.1,1,70.3,63.8,1997-02-15,"Feb","eastbourne"
"1855",1997,"3",11.5,6.1,0,16.3,140.7,1997-03-15,"Mar","eastbourne"
"1856",1997,"4",13,5.9,0,12.4,239.1,1997-04-15,"Apr","eastbourne"
"1857",1997,"5",15.7,8.8,0,42.8,275.2,1997-05-15,"May","eastbourne"
"1858",1997,"6",18,12.3,0,150.2,179,1997-06-15,"Jun","eastbourne"
"1859",1997,"7",20.3,14.2,0,19.9,286.1,1997-07-15,"Jul","eastbourne"
"1860",1997,"8",22.6,16.8,0,122.4,216.8,1997-08-15,"Aug","eastbourne"
"1861",1997,"9",19.1,12.6,0,2,227.4,1997-09-15,"Sep","eastbourne"
"1862",1997,"10",15.4,9.2,0,106.1,171.7,1997-10-15,"Oct","eastbourne"
"1863",1997,"11",12.7,8.2,0,166.6,58.6,1997-11-15,"Nov","eastbourne"
"1864",1997,"12",9.7,5.4,1,95.8,52.8,1997-12-15,"Dec","eastbourne"
"1865",1998,"1",8.9,4.4,4,106.1,82.3,1998-01-15,"Jan","eastbourne"
"1866",1998,"2",9.9,4.3,3,11.4,110.2,1998-02-15,"Feb","eastbourne"
"1867",1998,"3",11.3,6.9,0,59,90.3,1998-03-15,"Mar","eastbourne"
"1868",1998,"4",12,6.9,0,86,160.8,1998-04-15,"Apr","eastbourne"
"1869",1998,"5",17.8,10.9,0,8.9,272.4,1998-05-15,"May","eastbourne"
"1870",1998,"6",17.4,12.8,0,88.6,181.1,1998-06-15,"Jun","eastbourne"
"1871",1998,"7",18.9,14,0,56.5,215.2,1998-07-15,"Jul","eastbourne"
"1872",1998,"8",21,14,0,30,293.4,1998-08-15,"Aug","eastbourne"
"1873",1998,"9",18.8,13.6,0,102.8,180.1,1998-09-15,"Sep","eastbourne"
"1874",1998,"10",14.8,9.6,0,167.3,89.9,1998-10-15,"Oct","eastbourne"
"1875",1998,"11",10,5.1,1,47.6,113.3,1998-11-15,"Nov","eastbourne"
"1876",1998,"12",9.5,4.9,5,95.7,48.3,1998-12-15,"Dec","eastbourne"
"1877",1999,"1",9.5,5.3,2,82.6,83.4,1999-01-15,"Jan","eastbourne"
"1878",1999,"2",8.2,3.6,5,43.8,105,1999-02-15,"Feb","eastbourne"
"1879",1999,"3",10.9,5.3,0,39,144.5,1999-03-15,"Mar","eastbourne"
"1880",1999,"4",12.9,7.4,0,49.8,185.7,1999-04-15,"Apr","eastbourne"
"1881",1999,"5",16.6,10.9,0,25.2,238.5,1999-05-15,"May","eastbourne"
"1882",1999,"6",18.3,12.2,0,66.8,258.6,1999-06-15,"Jun","eastbourne"
"1883",1999,"7",22.1,15.4,0,12.4,297.7,1999-07-15,"Jul","eastbourne"
"1884",1999,"8",20.8,14.7,0,84.2,227.8,1999-08-15,"Aug","eastbourne"
"1885",1999,"9",19.8,14.6,0,134.7,162.9,1999-09-15,"Sep","eastbourne"
"1886",1999,"10",15.3,9.6,0,77.7,152.8,1999-10-15,"Oct","eastbourne"
"1887",1999,"11",11.3,6.9,0,31,99.7,1999-11-15,"Nov","eastbourne"
"1888",1999,"12",9.2,4.3,3,172.6,83.2,1999-12-15,"Dec","eastbourne"
"1889",2000,"1",8.3,3.1,7,27,94.4,2000-01-15,"Jan","eastbourne"
"1890",2000,"2",9.7,5,0,67.1,107.9,2000-02-15,"Feb","eastbourne"
"1891",2000,"3",11,4.9,0,24.3,138.3,2000-03-15,"Mar","eastbourne"
"1892",2000,"4",12,5.2,0,92.6,173.5,2000-04-15,"Apr","eastbourne"
"1893",2000,"5",16.3,9.6,0,95.2,228.3,2000-05-15,"May","eastbourne"
"1894",2000,"6",18.2,12,0,13.6,196.6,2000-06-15,"Jun","eastbourne"
"1895",2000,"7",19.4,12.8,0,50,193.3,2000-07-15,"Jul","eastbourne"
"1896",2000,"8",21.2,14.3,0,21.7,249.8,2000-08-15,"Aug","eastbourne"
"1897",2000,"9",19.3,13.5,0,120.8,142.5,2000-09-15,"Sep","eastbourne"
"1898",2000,"10",15.2,9.4,0,261.1,98.8,2000-10-15,"Oct","eastbourne"
"1899",2000,"11",11.4,6.4,0,198.2,77.7,2000-11-15,"Nov","eastbourne"
"1900",2000,"12",9.5,5.7,4,90.7,44.8,2000-12-15,"Dec","eastbourne"
"1901",2001,"1",7.6,2.9,6,127.8,97.9,2001-01-15,"Jan","eastbourne"
"1902",2001,"2",8.8,3.1,4,97.3,87,2001-02-15,"Feb","eastbourne"
"1903",2001,"3",9.2,4.3,3,144.5,72.3,2001-03-15,"Mar","eastbourne"
"1904",2001,"4",12,6.1,0,79,163.4,2001-04-15,"Apr","eastbourne"
"1905",2001,"5",16.7,9.7,0,39.5,246.3,2001-05-15,"May","eastbourne"
"1906",2001,"6",18.4,12.1,0,9.9,289.1,2001-06-15,"Jun","eastbourne"
"1907",2001,"7",21.2,14.8,0,72.6,279.5,2001-07-15,"Jul","eastbourne"
"1908",2001,"8",21.1,15.2,0,63.8,225.6,2001-08-15,"Aug","eastbourne"
"1909",2001,"9",18.2,11.6,0,70.8,161.8,2001-09-15,"Sep","eastbourne"
"1910",2001,"10",17.4,12.9,0,129.8,124.3,2001-10-15,"Oct","eastbourne"
"1911",2001,"11",11.9,5.6,0,58.7,111.5,2001-11-15,"Nov","eastbourne"
"1912",2001,"12",8,2.8,6,31.8,94.1,2001-12-15,"Dec","eastbourne"
"1913",2002,"1",9.3,5,2,88.3,60.7,2002-01-15,"Jan","eastbourne"
"1914",2002,"2",10.9,5.8,0,109.4,100.9,2002-02-15,"Feb","eastbourne"
"1915",2002,"3",11.5,6,0,40.6,144.3,2002-03-15,"Mar","eastbourne"
"1916",2002,"4",13.6,6.8,0,23.2,222.6,2002-04-15,"Apr","eastbourne"
"1917",2002,"5",15.6,10.2,0,77.3,239.4,2002-05-15,"May","eastbourne"
"1918",2002,"6",17.9,12.5,0,66,220.9,2002-06-15,"Jun","eastbourne"
"1919",2002,"7",20.1,14.3,0,106.3,233.7,2002-07-15,"Jul","eastbourne"
"1920",2002,"8",21.6,15.1,0,33.7,224.8,2002-08-15,"Aug","eastbourne"
"1921",2002,"9",19.7,12.7,0,70.6,205.5,2002-09-15,"Sep","eastbourne"
